Car_name,Year,Distance,Fuel_type,Drive,Price
Tata NEXON XZA,2018,34059,DIESEL,AUTOMATIC,1011000
Maruti Baleno ZETA,2019,24199,PETROL,MANUAL,725000
Ford Ecosport TREND,2017,38957,DIESEL,MANUAL,698000
Tata Tiago XZ,2020,39609,PETROL,MANUAL,621000
Maruti Ertiga ZDI,2017,94511,DIESEL,MANUAL,919999
Maruti Baleno DELTA,2021,38512,PETROL,MANUAL,598000
Maruti Celerio ZXI,2018,39297,PETROL,MANUAL,459000
Maruti Swift VXI,2017,85783,PETROL,MANUAL,525000
Datsun Redi Go,2020,52236,PETROL,AUTOMATIC,412000
Tata NEXON XE,2019,58309,DIESEL,MANUAL,612000
Honda City 1.5L,2015,41122,PETROL,MANUAL,531000
Volkswagen Polo HIGHLINE1.2L,2016,71808,PETROL,MANUAL,557000
Hyundai Grand i10,2016,56834,PETROL,MANUAL,405000
Maruti Wagon R,2013,69977,PETROL,MANUAL,333000
Maruti New Wagon-R,2019,66502,CNG,MANUAL,496000
Hyundai Elite i20,2017,25975,PETROL,MANUAL,720000
Maruti Baleno ZETA,2021,8035,PETROL,AUTOMATIC,826000
Renault Duster 85,2014,69898,DIESEL,MANUAL,582000
Mahindra XUV500 W11,2018,52732,DIESEL,AUTOMATIC,1389000
MG HECTOR SHARP,2019,18601,PETROL,AUTOMATIC,1449000
Honda City 1.5L,2020,61327,PETROL,AUTOMATIC,978999
Hyundai NEW SANTRO,2018,23436,PETROL,AUTOMATIC,451999
Hyundai Creta SX,2017,81845,PETROL,AUTOMATIC,1036000
Maruti Ciaz ALPHA,2017,77919,PETROL,MANUAL,634000
Mahindra XUV300 W6,2022,20246,DIESEL,MANUAL,989000
Maruti Swift VXI,2017,38020,PETROL,MANUAL,553000
Hyundai Grand i10,2015,29563,PETROL,MANUAL,473000
Volkswagen Vento HIGHLINE,2013,70917,PETROL,AUTOMATIC,497000
Hyundai Elite i20,2019,73474,PETROL,MANUAL,698000
Honda Amaze 1.2L,2014,53558,PETROL,AUTOMATIC,405999
Nissan MAGNITE XV,2021,20810,PETROL,AUTOMATIC,808000
Maruti Ciaz ZETA,2017,52826,PETROL,AUTOMATIC,649000
Hyundai Verna 1.6,2019,49045,PETROL,AUTOMATIC,958000
Hyundai Grand i10,2016,101246,CNG,MANUAL,421000
Maruti Dzire VXI,2021,49622,PETROL,AUTOMATIC,687000
Hyundai Verna 1.6,2018,76695,PETROL,MANUAL,795000
Hyundai NEW SANTRO,2020,31570,PETROL,AUTOMATIC,534000
Toyota Etios VX,2011,71433,PETROL,MANUAL,254999
Maruti Baleno ZETA,2021,39864,PETROL,AUTOMATIC,811000
Tata Tiago XZA,2020,47538,PETROL,AUTOMATIC,561000
Hyundai Elite i20,2016,116409,DIESEL,MANUAL,530000
Maruti IGNIS DELTA,2019,37844,PETROL,MANUAL,466000
Hyundai Grand i10,2015,46867,PETROL,MANUAL,424000
Hyundai Grand i10,2018,103142,PETROL,MANUAL,487000
Tata NEXON XZ,2021,9875,PETROL,MANUAL,917000
Hyundai New Elantra,2017,69854,PETROL,AUTOMATIC,1027999
Hyundai GRAND I10,2021,5599,PETROL,MANUAL,666000
Honda Jazz 1.2L,2017,68331,PETROL,AUTOMATIC,543000
Hyundai VENUE SX,2020,22906,PETROL,AUTOMATIC,1025000
Hyundai VENUE SX,2020,51164,PETROL,MANUAL,863000
Hyundai GRAND I10,2021,37258,PETROL,MANUAL,696000
Maruti New Wagon-R,2021,26444,PETROL,MANUAL,505999
Maruti Alto K10,2013,34641,PETROL,MANUAL,237000
Volkswagen Vento HIGHLINE,2018,67875,PETROL,AUTOMATIC,735000
Maruti Wagon R,2013,73669,CNG,MANUAL,305000
Hyundai i10 MAGNA,2011,29216,PETROL,MANUAL,218000
Honda Jazz 1.2L,2017,70471,PETROL,MANUAL,633000
Maruti Swift ZXI,2021,24487,PETROL,AUTOMATIC,816000
Hyundai Grand i10,2018,77513,PETROL,MANUAL,495000
Tata ALTROZ XT,2020,25732,PETROL,MANUAL,688000
Maruti Alto VXI,2021,15968,PETROL,MANUAL,432000
Hyundai Creta SX,2022,27470,DIESEL,AUTOMATIC,1912000
KIA SELTOS HTX,2020,54433,DIESEL,AUTOMATIC,1530000
Maruti Swift Dzire,2014,100668,DIESEL,MANUAL,532000
Tata NEXON XM,2019,18382,PETROL,MANUAL,700000
Maruti Swift VXI,2017,59084,PETROL,MANUAL,561000
Maruti S Cross,2020,29182,PETROL,AUTOMATIC,1026000
Maruti Baleno ALPHA,2019,75828,PETROL,MANUAL,625000
Maruti New Wagon-R,2019,18574,PETROL,AUTOMATIC,515000
Maruti Swift LXI,2017,45247,PETROL,MANUAL,436000
Mahindra XUV300 W8,2019,22533,DIESEL,MANUAL,1008000
Renault Kwid CLIMBER,2019,39719,PETROL,AUTOMATIC,398000
Hyundai Grand i10,2013,87459,PETROL,MANUAL,364000
Hyundai Elite i20,2016,88368,PETROL,MANUAL,574000
Hyundai i20 ASTA,2012,95352,DIESEL,MANUAL,327000
Maruti Swift VXI,2017,57535,PETROL,MANUAL,505999
Hyundai Grand i10,2019,14334,PETROL,MANUAL,538000
Datsun Redi Go,2017,48075,PETROL,MANUAL,301000
Hyundai Verna FLUIDIC,2015,64530,PETROL,MANUAL,538000
Hyundai Creta SX,2017,86264,PETROL,MANUAL,826000
Maruti Ciaz ZDI,2016,60384,DIESEL,MANUAL,752000
Ford Ecosport TITANIUM,2018,61864,PETROL,MANUAL,732000
Skoda KUSHAQ MONTE,2022,18748,PETROL,AUTOMATIC,1803000
Renault TRIBER RXZ,2019,70228,PETROL,MANUAL,676000
Tata ALTROZ XZA,2022,6161,PETROL,AUTOMATIC,922000
Honda Jazz 1.2L,2021,16113,PETROL,MANUAL,811000
Honda City 1.5L,2014,81451,PETROL,MANUAL,483000
Honda Amaze 1.2L,2019,34940,PETROL,MANUAL,618000
Maruti Swift LXI,2017,55602,PETROL,MANUAL,441000
Honda City 1.5L,2022,27885,PETROL,MANUAL,976000
Maruti IGNIS ZETA,2020,7816,PETROL,MANUAL,540000
KIA SONET HTX,2021,27693,DIESEL,MANUAL,902000
Renault TRIBER RXT,2022,29617,PETROL,AUTOMATIC,688000
Hyundai Elite i20,2014,68874,PETROL,MANUAL,459999
Hyundai VENUE SX,2022,8958,PETROL,MANUAL,1127000
Ford Ecosport TITANIUM,2019,65048,PETROL,AUTOMATIC,760000
Renault Kwid CLIMBER,2019,35567,PETROL,AUTOMATIC,476999
Honda City 1.5L,2021,27021,PETROL,AUTOMATIC,1322000
Hyundai i20 SPORTZ,2014,65562,PETROL,MANUAL,438999
Honda Jazz 1.2L,2018,19416,PETROL,AUTOMATIC,651000
MG HECTOR PLUS,2022,11542,PETROL,AUTOMATIC,1952000
Tata PUNCH CREATIVE,2022,30185,PETROL,AUTOMATIC,847000
Maruti Ciaz ALPHA,2018,57737,PETROL,AUTOMATIC,718000
Hyundai GRAND I10,2022,20959,PETROL,MANUAL,696000
Honda Jazz 1.2L,2019,46371,PETROL,AUTOMATIC,709000
Tata NEXON XZ,2020,62246,PETROL,MANUAL,835000
Honda City 1.5L,2019,31383,PETROL,AUTOMATIC,928999
Hyundai Eon ERA,2016,47754,PETROL,MANUAL,298000
Honda Amaze 1.2L,2022,17398,PETROL,MANUAL,827999
Ford Ecosport TITANIUM,2018,99291,PETROL,MANUAL,613000
Hyundai Creta SX,2017,97470,PETROL,AUTOMATIC,825000
Maruti Swift VXI,2013,88328,PETROL,MANUAL,394000
Maruti Baleno ZETA,2021,35154,PETROL,AUTOMATIC,742000
Hyundai NEW SANTRO,2018,91265,CNG,MANUAL,471000
Maruti Swift Dzire,2016,59794,PETROL,MANUAL,533000
Maruti Ciaz ALPHA,2018,34125,PETROL,MANUAL,757000
Maruti Baleno DELTA,2021,49434,PETROL,MANUAL,673000
Maruti New Wagon-R,2020,51973,PETROL,AUTOMATIC,475000
Honda City 1.5L,2018,63253,PETROL,AUTOMATIC,699000
Tata Harrier XZA,2021,49105,DIESEL,AUTOMATIC,1861000
Toyota Etios G,2011,39136,PETROL,MANUAL,288000
Honda City 1.5L,2016,48894,PETROL,MANUAL,581000
Hyundai VENUE SX,2022,8226,PETROL,AUTOMATIC,1192000
Volkswagen TIGUAN HIGHLINE,2017,88461,DIESEL,AUTOMATIC,1973000
Hyundai Eon MAGNA,2018,75822,PETROL,MANUAL,323000
Jeep Compass LIMITED,2017,99924,DIESEL,MANUAL,1002999
Hyundai Eon ERA,2017,99808,PETROL,MANUAL,270000
Volkswagen Vento HIGHLINE,2021,17364,PETROL,AUTOMATIC,1077000
Maruti Wagon R,2016,63813,PETROL,MANUAL,351000
Toyota Glanza G,2020,26678,PETROL,AUTOMATIC,802999
Maruti Swift LXI,2011,42637,PETROL,MANUAL,237000
Hyundai VENUE SX,2019,44309,PETROL,AUTOMATIC,1003999
Datsun Redi Go,2018,47866,PETROL,MANUAL,266000
Honda City 1.5L,2012,84290,PETROL,MANUAL,398000
Tata Harrier XZA,2020,72315,DIESEL,AUTOMATIC,1554000
Maruti Baleno ZETA,2021,43704,PETROL,AUTOMATIC,735000
Renault Duster RXE,2020,30635,PETROL,MANUAL,784000
Maruti Wagon R,2012,22820,PETROL,MANUAL,289000
Toyota Glanza V,2020,56916,PETROL,AUTOMATIC,742000
MG HECTOR SHARP,2019,47069,PETROL,MANUAL,1363000
Tata NEXON XM,2020,70759,DIESEL,MANUAL,760000
Hyundai NEW I20,2022,5714,PETROL,AUTOMATIC,994000
Tata PUNCH CREATIVE,2021,46350,PETROL,AUTOMATIC,773000
Tata Tiago XZ,2019,62691,DIESEL,MANUAL,505000
Hyundai Grand i10,2013,23886,PETROL,MANUAL,362000
Maruti New Wagon-R,2019,32605,PETROL,AUTOMATIC,528000
Honda City 1.5L,2014,95073,PETROL,MANUAL,451999
Honda City 1.5L,2012,68373,PETROL,MANUAL,442000
Mahindra XUV300 W8,2019,67952,DIESEL,MANUAL,1085000
Honda Amaze 1.2L,2021,38725,PETROL,MANUAL,811000
Maruti Alto 800,2012,27138,PETROL,MANUAL,204000
Hyundai Elite i20,2014,55182,PETROL,MANUAL,459999
Ford Ecosport TITANIUM+,2016,54923,PETROL,MANUAL,549000
Tata NEXON XZ,2022,24386,PETROL,MANUAL,1226000
Maruti Baleno ZETA,2017,29406,PETROL,MANUAL,542000
Tata Tiago XZ,2019,68420,PETROL,MANUAL,523000
MG HECTOR SHARP,2022,11342,PETROL,AUTOMATIC,1696000
Volkswagen Vento HIGHLINE,2017,95879,PETROL,AUTOMATIC,635000
Jeep Compass LONGITUDE,2019,87927,DIESEL,MANUAL,1094000
Honda City 1.5L,2017,61870,PETROL,MANUAL,803999
Mahindra XUV500 W10,2018,71884,DIESEL,AUTOMATIC,1148000
Hyundai Eon ERA,2014,50516,PETROL,MANUAL,223000
Hyundai Creta SX,2016,50964,PETROL,AUTOMATIC,902000
Hyundai i20 SPORTZ,2014,78889,DIESEL,MANUAL,480999
Renault Kwid RXT,2022,12135,PETROL,AUTOMATIC,486000
Hyundai Elite i20,2015,71020,PETROL,MANUAL,558000
Hyundai Elite i20,2016,101400,PETROL,MANUAL,497000
Hyundai NEW SANTRO,2019,70159,CNG,MANUAL,516000
Volkswagen Ameo HIGHLINE1.2L,2016,68511,PETROL,MANUAL,505000
Maruti IGNIS DELTA,2017,56219,CNG,MANUAL,445000
Honda WR-V 1.2L,2017,87905,PETROL,MANUAL,603000
Hyundai Creta SX,2017,90305,PETROL,AUTOMATIC,859000
Honda Jazz 1.2L,2019,50221,PETROL,AUTOMATIC,705000
Honda City 1.5L,2012,80218,PETROL,MANUAL,316000
Maruti Alto 800,2018,13688,PETROL,MANUAL,348000
Honda WR-V 1.2L,2017,26623,PETROL,MANUAL,678000
Hyundai Santro Xing,2014,107067,PETROL,MANUAL,261000
Ford Ecosport TITANIUM,2016,94562,PETROL,MANUAL,539000
Ford Ecosport TITANIUM,2021,42436,PETROL,MANUAL,1011000
Maruti Baleno DELTA,2020,45649,PETROL,MANUAL,618000
Hyundai i20 MAGNA,2012,76410,PETROL,MANUAL,364000
Maruti New Wagon-R,2021,14421,PETROL,MANUAL,505999
Tata NEXON XZ,2020,43032,PETROL,MANUAL,869000
Hyundai i10 MAGNA,2011,75330,PETROL,MANUAL,212000
Hyundai i20 SPORTZ,2013,54802,PETROL,MANUAL,307000
KIA SONET GTX,2022,19669,PETROL,MANUAL,1312000
Renault Kwid RXT,2022,7836,PETROL,MANUAL,474000
Hyundai Grand i10,2016,52309,PETROL,AUTOMATIC,513000
Tata NEXON XZA,2022,37848,DIESEL,AUTOMATIC,1205000
Maruti New Wagon-R,2021,39613,CNG,MANUAL,623000
Volkswagen Polo HIGHLINE1.2L,2013,34416,PETROL,MANUAL,387000
Renault Kwid RXT,2022,31621,PETROL,MANUAL,492000
Hyundai NEW SANTRO,2019,25159,PETROL,AUTOMATIC,535000
Renault Duster 85,2016,25266,DIESEL,MANUAL,742000
Maruti Ciaz VXI,2015,41599,PETROL,MANUAL,537000
Maruti Swift Dzire,2014,74096,PETROL,MANUAL,354000
Hyundai Grand i10,2015,74627,PETROL,MANUAL,344000
Hyundai Creta SX,2016,90683,PETROL,AUTOMATIC,797000
Maruti Baleno ZETA,2019,15895,PETROL,AUTOMATIC,774000
Honda Amaze 1.2L,2015,49595,PETROL,MANUAL,385000
Renault Duster RXZ,2020,46385,PETROL,AUTOMATIC,1138000
Volkswagen Vento HIGHLINE,2017,44351,PETROL,AUTOMATIC,640000
Hyundai Eon ERA,2015,83924,PETROL,MANUAL,249000
Jeep Compass LIMITED,2017,45343,PETROL,AUTOMATIC,1016000
Volkswagen Vento HIGHLINE,2016,80842,PETROL,AUTOMATIC,690000
Hyundai VENUE SX,2021,26242,PETROL,MANUAL,898000
Maruti New Wagon-R,2020,30646,PETROL,MANUAL,478000
Honda Brio S,2014,95634,PETROL,MANUAL,290000
Datsun Redi Go,2021,6796,PETROL,AUTOMATIC,408000
Jeep Compass SPORT,2021,21250,PETROL,AUTOMATIC,1643000
Maruti Baleno ZETA,2020,74081,PETROL,MANUAL,632000
Honda City 1.5L,2016,84052,PETROL,MANUAL,618000
Datsun Go Plus,2020,7758,PETROL,MANUAL,525000
Toyota YARIS G,2019,42324,PETROL,MANUAL,916000
Maruti Swift VXI,2011,52563,PETROL,MANUAL,241000
KIA SELTOS HTX,2022,26598,PETROL,AUTOMATIC,1521000
Maruti Celerio ZXI,2017,39881,PETROL,AUTOMATIC,453000
Honda Jazz 1.2L,2017,66285,PETROL,AUTOMATIC,566000
Honda Amaze 1.2L,2017,33373,PETROL,MANUAL,500000
KIA SELTOS HTX,2020,58166,PETROL,AUTOMATIC,1133000
Maruti Vitara Brezza,2021,17662,PETROL,AUTOMATIC,943000
Hyundai NEW SANTRO,2020,28560,PETROL,AUTOMATIC,542000
Maruti Baleno ZETA,2020,58903,PETROL,MANUAL,666000
Maruti S Cross,2019,60610,DIESEL,MANUAL,830000
Jeep Compass LIMITED,2017,44002,PETROL,AUTOMATIC,902000
Hyundai VENUE S(O),2022,20832,PETROL,MANUAL,956000
Maruti Swift VXI,2016,43744,PETROL,MANUAL,538000
Hyundai Elite i20,2016,76454,DIESEL,MANUAL,660000
Maruti Ciaz ZETA,2017,62898,PETROL,AUTOMATIC,664000
Hyundai NEW SANTRO,2019,48564,PETROL,MANUAL,500000
Maruti XL6 ALPHA,2019,42393,PETROL,AUTOMATIC,1013000
Hyundai Elite i20,2016,82023,PETROL,MANUAL,529000
Hyundai Elite i20,2019,25747,PETROL,MANUAL,751000
Hyundai NEW SANTRO,2019,35155,PETROL,MANUAL,432000
Hyundai Grand i10,2018,16844,PETROL,AUTOMATIC,521000
Honda Jazz 1.2L,2017,60233,PETROL,MANUAL,463999
Maruti Swift ZXI,2012,65238,PETROL,MANUAL,458000
Hyundai Elite i20,2017,81800,PETROL,MANUAL,498000
Maruti New Wagon-R,2021,22806,PETROL,MANUAL,538000
Maruti Celerio ZXI,2016,75067,PETROL,AUTOMATIC,498000
Maruti Dzire VDI,2017,70444,DIESEL,MANUAL,669000
Hyundai Grand i10,2017,41051,PETROL,MANUAL,438000
Maruti Baleno ALPHA,2023,12190,PETROL,AUTOMATIC,941000
Maruti Baleno ALPHA,2016,44956,PETROL,MANUAL,540000
Jeep Compass LIMITED,2018,53437,DIESEL,MANUAL,1046000
Maruti S PRESSO,2020,11957,PETROL,AUTOMATIC,529000
Nissan Micra XV,2014,82542,PETROL,AUTOMATIC,384000
Hyundai i10 SPORTZ,2012,84031,PETROL,MANUAL,300000
Tata ALTROZ XZ,2021,32275,PETROL,MANUAL,675000
Nissan MAGNITE XL,2021,17799,PETROL,AUTOMATIC,800000
Hyundai Santro Xing,2011,49805,PETROL,MANUAL,286000
Renault Kwid RXL,2022,15268,PETROL,MANUAL,425000
Maruti Baleno ZETA,2020,19205,PETROL,MANUAL,652000
Datsun Go Plus,2018,52917,PETROL,MANUAL,416000
Maruti Swift Dzire,2014,43372,PETROL,MANUAL,394000
Maruti Dzire ZXI,2017,37274,PETROL,AUTOMATIC,650000
Maruti Baleno ZETA,2021,13874,PETROL,MANUAL,745000
KIA SELTOS HTX,2020,72823,DIESEL,MANUAL,1241000
Tata Tiago XZ,2019,55854,DIESEL,MANUAL,537000
Mahindra XUV300 W8(O),2022,11262,PETROL,MANUAL,1205000
Tata Tiago XZ,2020,46235,PETROL,MANUAL,563000
Hyundai Elite i20,2014,74399,PETROL,MANUAL,486000
Renault Captur RXT,2018,68232,DIESEL,MANUAL,584000
Honda City 1.5L,2017,28321,PETROL,MANUAL,723000
Hyundai Elite i20,2014,64000,PETROL,MANUAL,433000
Renault Kwid CLIMBER,2019,19801,PETROL,MANUAL,407000
Ford FREESTYLE TITANIUM,2021,22658,PETROL,MANUAL,656000
Maruti Swift Dzire,2013,69183,PETROL,MANUAL,385000
Maruti Celerio ZXI,2022,28788,PETROL,MANUAL,594000
Maruti Dzire VDI,2017,36258,DIESEL,AUTOMATIC,641000
Honda Amaze 1.2L,2018,53242,PETROL,MANUAL,622000
Maruti Alto 800,2016,89076,PETROL,MANUAL,276000
Hyundai Grand i10,2019,42479,PETROL,MANUAL,513999
Maruti IGNIS ZETA,2017,56303,PETROL,AUTOMATIC,499000
Tata NEXON XZ,2022,17501,PETROL,MANUAL,1052000
Renault Kwid CLIMBER,2021,16113,PETROL,MANUAL,507000
Maruti Ertiga VDI,2016,68351,DIESEL,MANUAL,711000
Maruti Ritz VXI,2013,31562,PETROL,MANUAL,405000
Nissan MAGNITE XE,2022,13843,PETROL,MANUAL,599000
Maruti Baleno ZETA,2020,29899,PETROL,MANUAL,712000
Hyundai VENUE SX,2019,43543,PETROL,AUTOMATIC,891000
Honda Amaze 1.2L,2019,37227,PETROL,AUTOMATIC,782000
Hyundai Elite i20,2019,24795,PETROL,MANUAL,694000
Maruti Wagon R,2016,86682,CNG,MANUAL,373000
Tata NEXON XZA,2021,25382,PETROL,AUTOMATIC,940000
Maruti Baleno ALPHA,2017,54065,PETROL,AUTOMATIC,535000
Mahindra XUV500 W7,2019,15070,DIESEL,AUTOMATIC,1116000
Hyundai Elite i20,2014,60416,PETROL,MANUAL,417000
Maruti Dzire ZXI,2017,78482,PETROL,AUTOMATIC,547000
Maruti Ciaz ALPHA,2018,77543,PETROL,AUTOMATIC,720000
Mahindra XUV300 W8,2019,80765,DIESEL,MANUAL,827999
Tata NEXON XZA,2021,37951,DIESEL,AUTOMATIC,1182000
Hyundai Creta SX,2019,60529,PETROL,MANUAL,900000
Renault Duster 110,2014,105355,DIESEL,MANUAL,620000
Nissan MAGNITE XV,2022,20512,PETROL,MANUAL,701000
Hyundai i20 ASTA,2013,66176,PETROL,MANUAL,451000
Hyundai VENUE SX,2021,43632,PETROL,MANUAL,900000
Maruti Ciaz VXI+,2015,56400,PETROL,MANUAL,520000
Renault Kwid CLIMBER,2020,32626,PETROL,AUTOMATIC,438999
Honda Amaze 1.2L,2019,47429,PETROL,MANUAL,587000
Hyundai Elite i20,2015,91994,PETROL,MANUAL,508000
Maruti Baleno ZETA,2020,17106,PETROL,MANUAL,714000
Hyundai Elite i20,2016,16301,PETROL,MANUAL,565000
Maruti Vitara Brezza,2016,79883,DIESEL,MANUAL,666000
Honda Amaze 1.2L,2020,9644,PETROL,AUTOMATIC,724000
Maruti New Wagon-R,2019,43025,PETROL,AUTOMATIC,581000
Honda Amaze 1.2L,2014,79022,PETROL,MANUAL,321000
Hyundai NEW SANTRO,2019,41017,PETROL,MANUAL,449000
Maruti Baleno DELTA,2017,59758,PETROL,MANUAL,479000
Ford FREESTYLE TITANIUM,2019,25709,PETROL,MANUAL,683000
Maruti Ciaz ZXI,2015,83871,PETROL,MANUAL,589000
Honda City 1.5L,2015,100831,PETROL,MANUAL,484999
Maruti S PRESSO,2019,54226,PETROL,AUTOMATIC,490000
Renault Duster 110,2018,72394,DIESEL,MANUAL,698000
Renault Duster 110,2019,40838,DIESEL,MANUAL,791000
Hyundai GRAND I10,2019,74765,PETROL,MANUAL,552000
Maruti New Wagon-R,2022,20485,PETROL,MANUAL,585000
Hyundai i10 MAGNA,2011,72455,PETROL,MANUAL,285000
Hyundai i10 SPORTZ,2015,19408,PETROL,MANUAL,375000
Maruti IGNIS ALPHA,2020,34703,PETROL,MANUAL,581000
Hyundai Grand i10,2017,21010,PETROL,MANUAL,487000
Ford Ecosport TREND,2018,24732,PETROL,AUTOMATIC,719000
Volkswagen Vento HIGHLINE,2022,23868,PETROL,AUTOMATIC,1106000
Hyundai NEW SANTRO,2021,21300,PETROL,AUTOMATIC,570000
Maruti Alto K10,2023,5654,PETROL,MANUAL,598000
Maruti Ciaz ZETA,2022,21588,PETROL,MANUAL,821000
Renault Duster RXL,2017,31958,PETROL,MANUAL,715000
Hyundai NEW SANTRO,2019,29538,PETROL,MANUAL,496000
Honda Brio S,2016,40897,PETROL,MANUAL,344000
Maruti Baleno ZETA,2021,34711,PETROL,MANUAL,719000
Hyundai Grand i10,2018,15756,PETROL,MANUAL,533000
Renault Kwid RXL,2022,29056,PETROL,MANUAL,445000
Maruti Baleno ZETA,2017,75431,PETROL,MANUAL,610000
Hyundai GRAND I10,2020,16598,PETROL,AUTOMATIC,641000
Maruti Wagon R,2015,39892,PETROL,AUTOMATIC,407000
Maruti Alto 800,2018,76015,PETROL,MANUAL,284000
Hyundai Grand i10,2015,100708,PETROL,MANUAL,403000
Hyundai i10 MAGNA,2011,99989,PETROL,MANUAL,206000
Ford New Figo,2020,11603,PETROL,MANUAL,563000
Hyundai NEW SANTRO,2019,22214,PETROL,AUTOMATIC,563000
Mahindra XUV300 W8,2022,19363,PETROL,MANUAL,1141000
Maruti New Wagon-R,2020,30501,PETROL,MANUAL,508000
Hyundai VENUE SX,2019,31927,PETROL,AUTOMATIC,842000
Skoda Rapid 1.5,2015,35375,DIESEL,AUTOMATIC,532000
KIA SONET GTX,2022,11162,PETROL,MANUAL,1282000
Renault Kwid RXT,2022,7162,PETROL,MANUAL,463000
Maruti Swift Dzire,2012,67315,PETROL,MANUAL,394000
Hyundai GRAND I10,2021,23729,PETROL,AUTOMATIC,642000
Hyundai Grand i10,2015,62536,PETROL,MANUAL,349000
Honda Jazz 1.2L,2017,53591,PETROL,AUTOMATIC,598000
Volkswagen Ameo HIGHLINE,2016,32602,DIESEL,AUTOMATIC,556000
Renault Kwid RXT,2020,24397,PETROL,AUTOMATIC,483000
Renault Kwid RXL,2021,10879,PETROL,MANUAL,409000
Toyota Etios Liva,2011,75420,PETROL,MANUAL,283000
Maruti IGNIS ALPHA,2019,22343,PETROL,MANUAL,552000
Hyundai GRAND I10,2022,26647,PETROL,MANUAL,686000
MG HECTOR SHARP,2020,63301,DIESEL,MANUAL,1621000
Maruti Alto K10,2011,71918,PETROL,MANUAL,198000
Maruti New Wagon-R,2023,2319,PETROL,MANUAL,558000
Tata ALTROZ XZ,2022,12064,DIESEL,MANUAL,882000
Honda WR-V 1.5L,2017,20165,DIESEL,MANUAL,819000
Hyundai Xcent SX,2014,60048,PETROL,MANUAL,366000
Ford Ecosport TITANIUM,2020,23781,PETROL,MANUAL,849000
KIA SELTOS GTX,2021,37735,DIESEL,AUTOMATIC,1572000
Renault Kwid RXT,2019,50023,PETROL,MANUAL,363000
Hyundai Creta SX,2017,60410,PETROL,AUTOMATIC,847000
Hyundai Xcent E+,2018,37610,PETROL,MANUAL,440000
Maruti Celerio VXI,2022,12707,PETROL,MANUAL,521000
Tata TIGOR XZ,2022,23311,CNG,MANUAL,710000
Hyundai NEW SANTRO,2020,38643,PETROL,MANUAL,432000
Honda City 1.5L,2019,69621,PETROL,AUTOMATIC,901000
MG HECTOR SMART,2020,8629,PETROL,AUTOMATIC,1500000
Maruti Celerio ZXI,2021,33689,PETROL,MANUAL,596000
Tata Tiago XZA,2017,86370,PETROL,AUTOMATIC,463000
Maruti Baleno DELTA,2017,23959,PETROL,AUTOMATIC,551000
Hyundai Xcent SX,2017,35408,PETROL,MANUAL,509999
Honda City 1.5L,2013,70653,PETROL,MANUAL,453000
Maruti Ritz VXI,2010,91909,PETROL,MANUAL,324000
Maruti Swift ZXI,2017,81355,PETROL,MANUAL,537000
Toyota Glanza G,2021,46674,PETROL,MANUAL,763000
Maruti Alto 800,2017,15804,PETROL,MANUAL,345000
Maruti Celerio VXI,2020,40527,CNG,MANUAL,593000
Hyundai i10 SPORTZ,2011,48606,PETROL,MANUAL,245000
Hyundai Grand i10,2018,35650,PETROL,MANUAL,538000
Renault Kwid CLIMBER,2021,20030,PETROL,MANUAL,471000
Hyundai Verna FLUIDIC,2014,79670,CNG,MANUAL,491000
Honda Jazz 1.2L,2017,72410,PETROL,AUTOMATIC,496000
Maruti Wagon R,2012,72470,PETROL,MANUAL,295000
Hyundai i10 MAGNA,2013,32961,PETROL,MANUAL,243000
Maruti New Wagon-R,2022,20371,PETROL,MANUAL,588000
Hyundai i10 MAGNA,2011,66593,PETROL,MANUAL,240000
KIA SONET GTX,2022,18623,DIESEL,AUTOMATIC,1512000
Hyundai Grand i10,2017,61777,PETROL,MANUAL,497000
Hyundai Creta SX,2018,91950,PETROL,AUTOMATIC,911999
Hyundai i20 ASTA,2012,39226,PETROL,MANUAL,338000
Hyundai Santro Xing,2012,48462,PETROL,MANUAL,242000
Hyundai Elite i20,2015,38116,PETROL,MANUAL,453000
Toyota Glanza G,2019,21695,PETROL,AUTOMATIC,728000
Honda Amaze 1.2L,2019,56996,PETROL,MANUAL,653000
Renault Kwid RXT,2023,2260,PETROL,AUTOMATIC,553000
Honda Jazz 1.2L,2018,40579,PETROL,MANUAL,535000
Hyundai GRAND I10,2021,40490,DIESEL,AUTOMATIC,807000
Hyundai i10 MAGNA,2012,100144,PETROL,MANUAL,221000
Honda Amaze 1.2L,2018,18466,PETROL,AUTOMATIC,679000
Maruti Ciaz ALPHA,2018,35692,PETROL,MANUAL,766000
Maruti Baleno ZETA,2017,34008,PETROL,MANUAL,558000
Renault Kwid RXT,2022,7960,PETROL,MANUAL,527000
Maruti Wagon R,2014,72837,CNG,MANUAL,354000
Hyundai VENUE SX,2019,64842,PETROL,MANUAL,823000
Renault TRIBER RXZ,2022,29757,PETROL,MANUAL,716000
Mahindra XUV300 W6,2021,17985,PETROL,AUTOMATIC,925000
Renault Duster 85,2015,87758,DIESEL,MANUAL,441000
Hyundai Grand i10,2019,25555,PETROL,MANUAL,483000
Hyundai VENUE SX,2022,12322,PETROL,MANUAL,977999
Hyundai Creta SX,2021,46669,PETROL,AUTOMATIC,1795000
Ford Ecosport TITANIUM,2018,50402,PETROL,AUTOMATIC,766000
Tata TIGOR XZ,2021,14713,PETROL,MANUAL,641000
Hyundai Creta SX,2016,54853,PETROL,MANUAL,833000
