Car_name,Year,Distance,Fuel_type,Drive,Price
Maruti Baleno DELTA,2020,13954,PETROL,MANUAL,643000
Ford Ecosport TITANIUM,2017,31951,PETROL,MANUAL,667000
Hyundai i20 ASTA,2013,90368,PETROL,MANUAL,307000
Maruti Baleno DELTA,2021,4092,PETROL,MANUAL,700000
Hyundai Grand i10,2016,59812,PETROL,MANUAL,430999
Maruti Ciaz DELTA,2018,94942,CNG,MANUAL,623000
Maruti Ciaz VXI,2016,79730,PETROL,MANUAL,478000
Maruti Swift VXI,2016,67102,PETROL,MANUAL,436000
Tata Safari XZA,2022,23488,DIESEL,AUTOMATIC,2032999
Datsun Redi Go,2017,50790,PETROL,MANUAL,233000
Maruti Ertiga VXI,2015,23637,PETROL,MANUAL,498000
Hyundai i20 ASTA,2012,66935,PETROL,MANUAL,326000
Hyundai AURA SX,2020,14593,PETROL,MANUAL,680000
Honda Amaze 1.2L,2022,17110,PETROL,AUTOMATIC,777000
Renault Kwid CLIMBER,2017,47456,PETROL,AUTOMATIC,412000
Skoda Rapid 1.0,2021,53234,PETROL,MANUAL,865000
Renault TRIBER RXZ,2022,24245,PETROL,MANUAL,787000
Tata TIGOR XZ,2022,23311,CNG,MANUAL,710000
Ford Ecosport TITANIUM,2020,24960,PETROL,MANUAL,928999
Maruti Alto 800,2012,87882,PETROL,MANUAL,192000
Jeep Compass LONGITUDE,2018,96310,DIESEL,MANUAL,1009000
Maruti Dzire VXI,2022,23914,PETROL,MANUAL,737000
Mahindra XUV300 W8,2019,22533,DIESEL,MANUAL,1008000
Maruti Swift Dzire,2013,53416,PETROL,MANUAL,357000
Maruti Alto K10,2018,102489,PETROL,MANUAL,328000
Maruti Alto 800,2015,110547,PETROL,MANUAL,233000
Hyundai Grand i10,2015,74627,PETROL,MANUAL,344000
Renault TRIBER RXL,2021,21003,PETROL,MANUAL,603000
Renault Kwid RXT,2017,16343,PETROL,AUTOMATIC,332000
Renault Kwid RXT,2022,7162,PETROL,MANUAL,463000
Hyundai GRAND I10,2021,10826,PETROL,AUTOMATIC,774000
Tata NEXON XZ,2020,52997,PETROL,MANUAL,816000
Toyota Innova Crysta,2018,29041,DIESEL,MANUAL,1964000
KIA SELTOS HTX,2019,47377,DIESEL,MANUAL,1303000
Tata Tiago XZ,2021,24981,PETROL,MANUAL,633000
Honda WR-V 1.2L,2022,15470,PETROL,MANUAL,919999
Hyundai GRAND I10,2021,26890,PETROL,AUTOMATIC,690000
Hyundai NEW SANTRO,2019,26015,PETROL,AUTOMATIC,585000
KIA SELTOS GTX,2021,30378,PETROL,AUTOMATIC,1730999
Volkswagen Vento HIGHLINE,2021,50711,PETROL,AUTOMATIC,976000
Maruti S PRESSO,2023,6147,PETROL,MANUAL,482000
Maruti Dzire VXI,2018,40216,PETROL,MANUAL,571000
Toyota Glanza V,2019,54744,PETROL,MANUAL,731000
Renault Kwid RXL,2021,10138,PETROL,AUTOMATIC,450000
Maruti S PRESSO,2021,20784,PETROL,MANUAL,478000
Hyundai Grand i10,2018,17329,PETROL,MANUAL,480999
Maruti Baleno ZETA,2021,11891,PETROL,MANUAL,672000
Ford Ecosport TREND,2017,109433,DIESEL,MANUAL,424000
Maruti Wagon R,2017,87698,PETROL,AUTOMATIC,418000
Honda Amaze 1.2L,2015,95043,PETROL,MANUAL,376000
Maruti Celerio ZXI,2017,30005,PETROL,AUTOMATIC,423000
Hyundai NEW I20,2022,16031,PETROL,MANUAL,878999
Volkswagen Vento HIGHLINE,2016,103296,PETROL,AUTOMATIC,595000
Maruti Ertiga LXI,2012,125032,PETROL,MANUAL,372000
Honda City 1.5L,2016,82422,CNG,MANUAL,607000
Maruti Celerio ZXI,2021,20405,PETROL,AUTOMATIC,677000
Renault Kwid CLIMBER,2020,47089,PETROL,AUTOMATIC,433000
Maruti Baleno ZETA,2021,23817,PETROL,AUTOMATIC,789000
Maruti Vitara Brezza,2016,43471,DIESEL,MANUAL,773000
Hyundai Grand i10,2018,68204,DIESEL,MANUAL,539000
Maruti Baleno ZETA,2021,13874,PETROL,MANUAL,745000
Maruti Alto K10,2014,75190,PETROL,MANUAL,225999
Tata TIGOR XZ,2019,48545,PETROL,MANUAL,631000
Honda WR-V 1.5L,2017,103594,DIESEL,MANUAL,673000
Hyundai i20 MAGNA,2012,79954,PETROL,MANUAL,372000
Ford Ecosport AMBIENTE,2019,44629,PETROL,MANUAL,724000
Ford Ecosport TREND+,2017,65447,DIESEL,MANUAL,699000
Maruti Baleno DELTA,2017,11674,PETROL,MANUAL,571000
Maruti Swift ZDI,2017,66258,DIESEL,MANUAL,625000
Maruti Ertiga VXI,2016,68055,PETROL,MANUAL,728000
Honda City 1.5L,2016,92236,PETROL,AUTOMATIC,742000
Maruti Baleno DELTA,2017,77430,PETROL,MANUAL,447000
Honda City 1.5L,2020,15890,PETROL,MANUAL,971000
Maruti New Wagon-R,2023,1958,PETROL,MANUAL,589000
KIA SONET HTX,2022,21176,DIESEL,MANUAL,1280000
Maruti Alto LXI,2019,59040,PETROL,MANUAL,351000
Maruti Ciaz ALPHA,2019,45144,PETROL,AUTOMATIC,761000
Honda City 1.5L,2016,55645,PETROL,MANUAL,698000
Hyundai i20 MAGNA,2013,92904,PETROL,MANUAL,354000
MG HECTOR SHARP,2021,94367,DIESEL,MANUAL,1409000
Honda Amaze 1.2L,2016,50466,PETROL,MANUAL,472000
Maruti Swift ZDI,2018,114355,DIESEL,MANUAL,605000
Hyundai GRAND I10,2019,29932,PETROL,MANUAL,542000
Maruti Swift VXI,2017,116084,PETROL,MANUAL,497000
Hyundai Creta SX,2020,64066,PETROL,MANUAL,1191000
Nissan Micra XV,2014,82542,PETROL,AUTOMATIC,384000
Maruti Baleno ALPHA,2019,75828,PETROL,MANUAL,625000
Hyundai Elite i20,2016,39004,PETROL,MANUAL,472000
Maruti Swift VDI,2015,28198,DIESEL,MANUAL,422000
Maruti Baleno ZETA,2020,14523,PETROL,MANUAL,629000
Toyota Innova Crysta,2019,53809,DIESEL,MANUAL,1316000
Maruti Baleno ZETA,2019,41302,PETROL,MANUAL,623000
Hyundai i10 MAGNA,2011,74697,PETROL,MANUAL,273000
Hyundai Elite i20,2016,96181,PETROL,MANUAL,494000
Maruti Baleno ZETA,2017,35478,PETROL,AUTOMATIC,554000
Hyundai Grand i10,2016,47322,PETROL,MANUAL,451000
Hyundai NEW I20,2021,22854,PETROL,AUTOMATIC,1011999
Tata NEXON KRAZ,2019,63271,DIESEL,MANUAL,687000
Maruti Dzire ZDI,2017,92625,DIESEL,MANUAL,633000
Mahindra XUV300 W6,2020,7785,PETROL,MANUAL,848000
Maruti Alto VXI,2020,27437,PETROL,MANUAL,371000
Maruti BREZZA ZXI,2023,22737,PETROL,MANUAL,1263000
Tata ALTROZ XZ,2022,10044,PETROL,MANUAL,788000
MG HECTOR SHARP,2019,47069,PETROL,MANUAL,1363000
Renault Kwid RXT,2022,15260,PETROL,MANUAL,469000
Maruti Baleno ZETA,2021,29413,PETROL,AUTOMATIC,897000
Maruti S PRESSO,2020,55052,PETROL,MANUAL,409000
Tata NEXON XZ,2020,27022,PETROL,MANUAL,953999
Hyundai Creta SX,2016,83626,PETROL,AUTOMATIC,853999
Maruti New Wagon-R,2021,13365,PETROL,AUTOMATIC,653000
Maruti S Cross,2019,60610,DIESEL,MANUAL,830000
Mahindra Kuv100 K6,2017,71323,DIESEL,MANUAL,387000
Honda Amaze 1.2L,2021,43188,PETROL,AUTOMATIC,689000
Tata PUNCH CREATIVE,2022,14011,PETROL,MANUAL,788000
Renault Kwid RXT,2023,4678,PETROL,MANUAL,468000
KIA CARENS LUXURY,2022,5828,PETROL,AUTOMATIC,1745000
Maruti Wagon R,2011,62381,PETROL,MANUAL,237000
Hyundai Eon D-LITE+,2012,23440,PETROL,MANUAL,249000
Renault TRIBER RXT,2021,60402,PETROL,MANUAL,569000
Maruti Alto LXI,2023,6504,PETROL,MANUAL,416000
Honda WR-V 1.2L,2018,99713,PETROL,MANUAL,634000
Hyundai Elite i20,2014,84656,PETROL,MANUAL,501999
Maruti Celerio VXI,2018,119383,PETROL,AUTOMATIC,400000
Maruti Ciaz ZETA,2017,118070,PETROL,MANUAL,494000
Maruti Swift VXI,2018,42333,PETROL,MANUAL,529000
Hyundai i20 MAGNA,2013,93056,PETROL,MANUAL,383000
Maruti Ertiga VDI,2016,83215,DIESEL,MANUAL,735000
Renault Kwid RXL,2021,51572,PETROL,MANUAL,355000
Hyundai Verna SX,2020,91343,DIESEL,AUTOMATIC,1223000
Renault Kwid RXT,2020,23375,PETROL,MANUAL,436000
Maruti Ciaz ALPHA,2019,20729,PETROL,AUTOMATIC,764000
Hyundai Grand i10,2016,59032,PETROL,MANUAL,396000
Hyundai Eon ERA,2016,50898,PETROL,MANUAL,273000
Honda Jazz 1.2L,2021,29006,PETROL,MANUAL,840000
Maruti Baleno ALPHA,2020,15673,PETROL,AUTOMATIC,928999
Hyundai Santro Xing,2012,50123,PETROL,MANUAL,269000
Honda City 1.5L,2019,54705,PETROL,AUTOMATIC,958000
Maruti Celerio ZXI,2018,70794,PETROL,AUTOMATIC,413000
Renault TRIBER RXZ,2022,39462,PETROL,MANUAL,751000
Tata TIGOR XZ,2022,37557,CNG,MANUAL,828999
Maruti Dzire ZDI,2017,121318,DIESEL,MANUAL,659000
MG HECTOR SMART,2019,14172,PETROL,AUTOMATIC,1344000
Maruti Ciaz ALPHA,2017,43537,PETROL,MANUAL,695000
Hyundai VENUE SX,2021,29239,PETROL,MANUAL,922000
Hyundai i20 ASTA,2012,115681,DIESEL,MANUAL,399000
Maruti Ciaz DELTA,2017,105756,PETROL,MANUAL,591000
KIA SELTOS HTX,2022,26598,PETROL,AUTOMATIC,1521000
Renault Kwid RXL,2020,19036,PETROL,MANUAL,413000
Nissan MAGNITE XV,2021,24467,PETROL,MANUAL,833000
Hyundai Grand i10,2017,18230,PETROL,MANUAL,536000
Maruti BREZZA ZXI,2022,12060,PETROL,MANUAL,1178000
Tata PUNCH CREATIVE,2022,26123,PETROL,AUTOMATIC,891000
Maruti Baleno ZETA,2017,47583,PETROL,MANUAL,560000
Honda Jazz 1.2L,2015,23660,PETROL,AUTOMATIC,695000
Mahindra Scorpio S11,2018,68553,DIESEL,MANUAL,1192000
Hyundai Verna FLUIDIC,2013,74168,DIESEL,MANUAL,458000
Maruti Ciaz DELTA,2018,42093,PETROL,MANUAL,697000
Volkswagen Ameo COMFORTLINE,2016,46536,PETROL,MANUAL,524000
Hyundai Creta SX,2016,89279,PETROL,MANUAL,760000
Mahindra XUV500 W8,2014,15098,DIESEL,MANUAL,708000
Tata Harrier XZ,2019,73015,DIESEL,MANUAL,1299000
Hyundai VENUE S,2021,27288,PETROL,MANUAL,679000
Honda City 1.5L,2015,65051,PETROL,MANUAL,558000
Renault Duster RXZ,2020,41619,PETROL,MANUAL,933000
Mahindra XUV300 W8,2022,20405,PETROL,AUTOMATIC,1164000
Hyundai Grand i10,2018,32410,PETROL,MANUAL,462000
Hyundai i20 MAGNA,2011,70545,PETROL,MANUAL,311000
Maruti Swift VXI,2022,27924,PETROL,MANUAL,660000
Tata PUNCH CREATIVE,2023,14942,PETROL,AUTOMATIC,825000
Maruti Baleno ZETA,2020,19205,PETROL,MANUAL,652000
Maruti Alto VXI,2021,21122,PETROL,MANUAL,400000
Mahindra XUV300 W6,2022,26634,PETROL,MANUAL,924000
Mahindra XUV500 W10,2015,100282,DIESEL,MANUAL,1018000
Toyota Etios Liva,2011,75420,PETROL,MANUAL,283000
Hyundai VENUE SX,2019,28415,PETROL,MANUAL,828999
Maruti Swift Dzire,2012,110904,DIESEL,MANUAL,447000
Hyundai Elite i20,2018,37225,PETROL,MANUAL,739000
Hyundai Grand i10,2017,40049,PETROL,AUTOMATIC,519000
Hyundai VENUE SX,2021,37490,PETROL,MANUAL,1043000
Hyundai Grand i10,2017,48430,PETROL,MANUAL,484999
Honda Amaze 1.2L,2017,41052,PETROL,AUTOMATIC,490000
Skoda Rapid AMBITION,2020,38322,PETROL,AUTOMATIC,936000
Maruti Ertiga ZXI,2013,77326,PETROL,MANUAL,459999
Hyundai Grand i10,2018,25732,PETROL,MANUAL,445000
Renault Duster RXZ,2020,46385,PETROL,AUTOMATIC,1138000
Honda Amaze 1.5L,2020,111537,DIESEL,MANUAL,647000
Maruti Baleno ZETA,2017,61998,PETROL,MANUAL,635000
Hyundai Creta SX,2017,90305,PETROL,AUTOMATIC,859000
Jeep Compass LONGITUDE,2018,63398,DIESEL,MANUAL,1524000
Maruti Swift Dzire,2013,96924,PETROL,MANUAL,396000
Maruti Wagon R,2012,32972,PETROL,MANUAL,289000
Hyundai i20 ASTA,2011,31565,PETROL,MANUAL,252000
Hyundai AURA SX,2020,74849,PETROL,AUTOMATIC,693000
Hyundai i10 SPORTZ,2012,86618,PETROL,AUTOMATIC,294000
Toyota URBAN CRUISER,2021,29116,PETROL,AUTOMATIC,902000
Maruti Alto K10,2023,14943,PETROL,MANUAL,480999
Hyundai VENUE SX,2019,38530,PETROL,AUTOMATIC,815000
Maruti Swift VXI,2012,64557,PETROL,MANUAL,463000
Maruti Baleno DELTA,2019,36495,PETROL,MANUAL,671000
Hyundai Verna 1.6,2018,40770,PETROL,MANUAL,700000
Honda City 1.5L,2017,57852,PETROL,MANUAL,668000
Hyundai AURA S,2020,27141,PETROL,MANUAL,654000
Maruti Celerio X,2018,39995,PETROL,MANUAL,413999
Maruti Celerio ZXI,2017,88679,PETROL,MANUAL,386000
Maruti Swift ZXI,2022,24626,PETROL,MANUAL,769000
Hyundai Eon ERA,2017,62413,PETROL,MANUAL,364000
Renault Kwid CLIMBER,2021,9653,PETROL,AUTOMATIC,573000
Maruti Baleno ZETA,2021,10223,PETROL,MANUAL,660000
Mahindra XUV300 W8(O),2022,11262,PETROL,MANUAL,1205000
Maruti Celerio LXI,2021,41248,PETROL,MANUAL,418000
Ford Ecosport TREND,2016,49772,PETROL,MANUAL,637000
Skoda Rapid STYLE,2019,65841,PETROL,MANUAL,791000
Hyundai Elite i20,2014,60620,PETROL,MANUAL,446000
Hyundai i10 SPORTZ,2011,30117,PETROL,MANUAL,195000
Maruti Swift VXI,2016,35970,PETROL,MANUAL,470000
Renault Kwid RXT,2023,2559,PETROL,MANUAL,526000
Hyundai Grand i10,2017,22688,PETROL,MANUAL,418000
Renault Kwid RXT,2021,24474,PETROL,AUTOMATIC,487000
Maruti Swift VXI,2011,86193,PETROL,MANUAL,305000
Maruti IGNIS DELTA,2018,92438,PETROL,MANUAL,416000
Nissan MAGNITE XE,2021,30455,PETROL,MANUAL,578000
Honda City 1.5L,2014,63962,PETROL,AUTOMATIC,548000
Honda Brio S(O),2018,98359,PETROL,MANUAL,354000
Tata ALTROZ XZ,2022,12064,DIESEL,MANUAL,882000
Hyundai Grand i10,2015,28349,PETROL,MANUAL,472000
Maruti Wagon R,2012,50372,PETROL,MANUAL,304000
Maruti Ciaz VXI+,2015,34355,PETROL,MANUAL,503000
Maruti Baleno ALPHA,2017,78186,PETROL,MANUAL,577000
Maruti Alto LXI,2012,69943,PETROL,MANUAL,181000
Hyundai VENUE SX,2019,56624,PETROL,MANUAL,851000
Hyundai Eon MAGNA,2018,75822,PETROL,MANUAL,323000
Mahindra XUV300 W8,2021,28830,DIESEL,AUTOMATIC,1306000
Hyundai i20 Active,2016,55120,PETROL,MANUAL,488000
Maruti Celerio VXI,2014,44064,PETROL,AUTOMATIC,392000
Maruti Ciaz DELTA,2018,63942,PETROL,MANUAL,624000
Maruti New Wagon-R,2019,6494,PETROL,MANUAL,562000
Skoda Rapid 1.5,2016,92223,DIESEL,AUTOMATIC,632000
Hyundai Grand i10,2016,60480,PETROL,MANUAL,384000
Tata NEXON XM,2020,45935,PETROL,MANUAL,761000
Hyundai Grand i10,2017,41327,PETROL,AUTOMATIC,585000
Hyundai Grand i10,2015,81714,PETROL,MANUAL,475000
Mahindra XUV500 W7,2019,15070,DIESEL,AUTOMATIC,1116000
Maruti Swift Dzire,2016,34756,PETROL,MANUAL,535000
Maruti Alto K10,2013,44892,PETROL,MANUAL,269000
Maruti Swift Dzire,2013,55633,PETROL,MANUAL,500000
Honda City 1.5L,2016,48195,PETROL,MANUAL,708000
Hyundai i10 MAGNA,2013,107076,PETROL,MANUAL,273000
Renault Kwid RXT,2020,40905,PETROL,MANUAL,391000
Maruti Swift VXI,2017,85783,PETROL,MANUAL,525000
Honda Jazz 1.2L,2015,24796,PETROL,MANUAL,518000
Maruti S PRESSO,2019,27670,PETROL,AUTOMATIC,473000
Maruti Ciaz ALPHA,2017,56159,PETROL,MANUAL,716000
Hyundai Verna SX,2021,241,PETROL,AUTOMATIC,1319000
Maruti Baleno DELTA,2018,49333,PETROL,AUTOMATIC,581000
Maruti Wagon R,2015,70547,CNG,MANUAL,323000
Maruti Baleno ALPHA,2022,26539,PETROL,AUTOMATIC,877000
Maruti Celerio VXI,2017,69699,PETROL,MANUAL,455000
Hyundai GRAND I10,2022,16539,PETROL,AUTOMATIC,803999
Maruti Swift ZXI,2016,68264,PETROL,MANUAL,539000
Honda Jazz 1.2L,2017,32941,PETROL,MANUAL,505000
Honda Amaze 1.2L,2013,62959,PETROL,MANUAL,425000
Hyundai Eon ERA,2018,78841,PETROL,MANUAL,294000
Maruti Swift VXI,2016,40875,PETROL,MANUAL,490000
Honda Brio S,2012,90741,PETROL,MANUAL,258000
Ford FREESTYLE TITANIUM,2018,95559,PETROL,MANUAL,569000
Tata NEXON XZA,2022,33058,PETROL,AUTOMATIC,1039000
Maruti Alto K10,2011,50057,PETROL,MANUAL,198000
Datsun Redi Go,2018,40230,PETROL,AUTOMATIC,302000
Hyundai Elite i20,2017,10914,PETROL,MANUAL,581000
Renault Duster RXS,2019,19397,PETROL,MANUAL,817000
Hyundai i10 MAGNA,2013,48527,PETROL,MANUAL,305000
Maruti S PRESSO,2019,73084,PETROL,MANUAL,398000
Maruti Swift LXI,2015,87184,PETROL,MANUAL,351000
Maruti S PRESSO,2020,53953,PETROL,MANUAL,379000
Maruti Celerio VXI,2022,36635,PETROL,MANUAL,563000
Maruti Alto K10,2010,63129,PETROL,MANUAL,202999
Maruti Swift VXI,2011,28492,PETROL,MANUAL,256000
Maruti Ciaz VXI,2016,55291,PETROL,MANUAL,526000
Maruti Baleno DELTA,2020,53849,PETROL,MANUAL,616000
Honda Amaze 1.2L,2018,53242,PETROL,MANUAL,622000
Maruti Alto K10,2011,77442,PETROL,MANUAL,159000
MG HECTOR SHARP,2020,63301,DIESEL,MANUAL,1621000
Hyundai Elite i20,2019,14927,PETROL,MANUAL,718000
Honda CRV 2.0L,2015,106836,PETROL,AUTOMATIC,741000
Maruti Swift VXI,2018,42669,PETROL,MANUAL,544000
Maruti Wagon R,2013,62192,PETROL,MANUAL,296000
Maruti Vitara Brezza,2019,48097,DIESEL,AUTOMATIC,964000
Hyundai i10 D,2013,68749,PETROL,MANUAL,221000
Mahindra XUV500 W6,2014,87735,DIESEL,MANUAL,770000
Honda City 1.5L,2012,101800,PETROL,MANUAL,382000
Maruti Dzire ZXI,2020,51537,PETROL,MANUAL,667000
Renault Kwid RXT,2018,27950,PETROL,MANUAL,290000
Honda City 1.5L,2019,56296,PETROL,MANUAL,963000
Maruti Swift ZXI,2014,41074,PETROL,MANUAL,536000
Maruti Alto 800,2018,43218,PETROL,MANUAL,305000
Skoda Rapid STYLE,2017,51200,DIESEL,AUTOMATIC,868000
Maruti Dzire VDI,2017,61220,DIESEL,AUTOMATIC,691000
Maruti Swift ZXI,2018,62437,PETROL,AUTOMATIC,689000
Skoda Rapid AMBITION,2013,81468,DIESEL,MANUAL,455999
Maruti Wagon R,2012,44383,PETROL,MANUAL,294000
Renault Kwid RXT,2017,95893,PETROL,AUTOMATIC,327000
Hyundai Elite i20,2016,36748,PETROL,MANUAL,651000
Tata ALTROZ XZ,2022,24873,PETROL,MANUAL,835000
Honda City 1.5L,2014,97536,PETROL,MANUAL,498000
Hyundai Creta SX,2018,67539,PETROL,AUTOMATIC,918000
MG HECTOR SMART,2021,13989,PETROL,MANUAL,1693000
Tata Tiago XZ,2018,35223,PETROL,MANUAL,494000
Maruti Ciaz SIGMA,2019,16059,PETROL,MANUAL,764000
Tata Tiago XZ,2019,54126,PETROL,MANUAL,500000
Hyundai Grand i10,2016,82084,CNG,MANUAL,392000
Renault Duster 110,2019,66800,DIESEL,AUTOMATIC,860000
Maruti Celerio ZXI,2016,33554,PETROL,MANUAL,388000
Renault TRIBER RXZ,2023,7911,PETROL,MANUAL,800000
Tata NEXON XZA,2019,61263,PETROL,AUTOMATIC,760000
Maruti Alto VXI,2022,9808,PETROL,MANUAL,418000
Maruti Swift VXI,2016,30581,PETROL,MANUAL,419000
Renault Kwid RXL,2022,4073,PETROL,MANUAL,517000
Maruti Baleno ZETA,2020,53903,PETROL,MANUAL,685000
Hyundai NEW I20,2020,23250,PETROL,MANUAL,834000
Maruti Wagon R,2010,85078,PETROL,MANUAL,208000
Hyundai Grand i10,2018,72958,PETROL,MANUAL,442000
Hyundai NEW I20,2023,6286,PETROL,MANUAL,841000
Hyundai i20 SPORTZ,2011,111344,PETROL,MANUAL,335000
Honda City 1.5L,2017,75063,PETROL,MANUAL,480999
Hyundai Elite i20,2016,42826,PETROL,MANUAL,581000
Hyundai i20 MAGNA,2012,122055,DIESEL,MANUAL,302000
Maruti S PRESSO,2019,27437,PETROL,AUTOMATIC,490000
Hyundai Elite i20,2015,52943,PETROL,MANUAL,415000
Maruti Ciaz DELTA,2019,22896,PETROL,MANUAL,719000
Tata TIGOR XZ,2017,40047,PETROL,MANUAL,522000
Honda City 1.5L,2020,8680,PETROL,MANUAL,927000
Hyundai Grand i10,2015,27741,PETROL,MANUAL,442000
Volkswagen Vento HIGHLINE,2019,86622,PETROL,AUTOMATIC,922000
Tata ALTROZ XZ,2021,46752,PETROL,MANUAL,754000
Hyundai Elite i20,2016,65415,PETROL,MANUAL,501999
Maruti Swift LXI,2017,44685,PETROL,MANUAL,455999
Maruti Ertiga VXI,2013,84136,PETROL,MANUAL,568000
Nissan Micra XV,2018,55569,PETROL,AUTOMATIC,495000
Maruti S PRESSO,2020,43589,PETROL,AUTOMATIC,381000
Honda Jazz 1.2L,2017,46659,PETROL,AUTOMATIC,604000
Honda Amaze 1.2L,2019,42724,PETROL,MANUAL,568000
Maruti Swift VXI,2023,14881,PETROL,MANUAL,650000
Honda Amaze 1.2L,2023,13137,PETROL,AUTOMATIC,952000
Honda Amaze 1.2L,2019,55897,PETROL,MANUAL,607000
Mahindra TUV300 T8,2019,84025,DIESEL,MANUAL,692000
Hyundai Grand i10,2014,68249,PETROL,AUTOMATIC,463999
Ford Ecosport TITANIUM,2018,80829,PETROL,AUTOMATIC,767000
Maruti Alto 800,2015,39213,PETROL,MANUAL,238000
Honda City 1.5L,2021,30195,PETROL,MANUAL,1014000
Honda City 1.5L,2019,39138,PETROL,AUTOMATIC,831000
Maruti Dzire ZXI,2018,42557,PETROL,AUTOMATIC,670000
Tata Tiago XZA,2020,25926,PETROL,AUTOMATIC,641000
Mahindra BOLERO NEO,2021,34675,DIESEL,MANUAL,863000
Tata NEXON XZ,2022,10212,PETROL,MANUAL,1118000
Hyundai Grand i10,2015,29563,PETROL,MANUAL,473000
Maruti Baleno RS,2017,87788,PETROL,MANUAL,501000
Maruti Swift Dzire,2012,42989,PETROL,MANUAL,401000
Maruti Celerio VXI,2014,58071,PETROL,AUTOMATIC,366000
Skoda Rapid STYLE,2017,95440,DIESEL,AUTOMATIC,1006000
Renault Kwid RXT,2020,37584,PETROL,MANUAL,429000
Honda City 1.5L,2015,92115,PETROL,MANUAL,536000
Hyundai Elite i20,2016,34768,PETROL,MANUAL,578000
Hyundai VENUE SX,2019,70908,PETROL,AUTOMATIC,955000
Maruti Ciaz DELTA,2019,22222,PETROL,AUTOMATIC,695000
Maruti Swift ZXI,2017,51023,PETROL,MANUAL,571000
Hyundai NEW I20,2021,29714,PETROL,MANUAL,655000
Hyundai Verna 1.6,2019,40798,PETROL,AUTOMATIC,964000
Mahindra XUV300 W8,2021,38036,PETROL,MANUAL,958000
Hyundai NEW I20,2020,20638,PETROL,MANUAL,827999
Maruti New Wagon-R,2022,29757,CNG,MANUAL,611000
Ford Ecosport TREND,2017,55356,DIESEL,MANUAL,611000
Honda WR-V 1.5L,2017,129744,DIESEL,MANUAL,730000
Hyundai Creta SX,2016,77051,PETROL,AUTOMATIC,827999
Maruti New Wagon-R,2019,51985,PETROL,AUTOMATIC,515000
Hyundai Tucson 2WD,2019,31249,PETROL,MANUAL,1370000
Hyundai Creta SX,2022,21149,PETROL,MANUAL,1293000
Honda WR-V 1.2L,2019,20314,PETROL,MANUAL,588000
Mahindra TUV300 T8,2017,32940,DIESEL,MANUAL,839000
Maruti Swift Dzire,2012,65154,PETROL,MANUAL,349000
Hyundai VENUE SX,2019,43922,PETROL,AUTOMATIC,933000
Hyundai i20 SPORTZ,2011,72888,PETROL,MANUAL,277000
Hyundai Xcent S,2015,70021,PETROL,MANUAL,437000
Hyundai Grand i10,2017,52300,CNG,MANUAL,549000
Hyundai NEW SANTRO,2018,23436,PETROL,AUTOMATIC,451999
Hyundai i10 SPORTZ,2012,60572,PETROL,AUTOMATIC,330000
Maruti S PRESSO,2021,15360,PETROL,MANUAL,417000
Maruti Dzire VXI,2017,71574,PETROL,MANUAL,531000
Maruti Celerio ZXI,2022,866,PETROL,MANUAL,560000
Maruti Baleno DELTA,2018,78671,PETROL,AUTOMATIC,536000
Maruti Wagon R,2015,39892,PETROL,AUTOMATIC,407000
Maruti Swift VDI,2017,112589,DIESEL,MANUAL,554000
Maruti Alto STD,2022,18692,PETROL,MANUAL,363000
Hyundai i20 SPORTZ,2011,61507,PETROL,MANUAL,275000
Tata NEXON XZA,2022,22445,PETROL,AUTOMATIC,1074000
Maruti Baleno ZETA,2017,53969,PETROL,MANUAL,522000
Hyundai Grand i10,2015,39693,PETROL,AUTOMATIC,454000
Maruti Dzire VXI,2017,70032,PETROL,MANUAL,484000
Tata Tiago XZA,2017,36251,PETROL,AUTOMATIC,486000
Honda Jazz 1.2L,2017,25602,PETROL,MANUAL,482000
Hyundai Creta SX,2018,27181,PETROL,AUTOMATIC,1110000
Maruti Wagon R,2013,55229,PETROL,MANUAL,305000
Maruti Ciaz VXI,2015,41599,PETROL,MANUAL,537000
Hyundai i10 SPORTZ,2015,102898,PETROL,MANUAL,344000
Maruti Baleno ZETA,2017,115870,PETROL,MANUAL,512000
Honda Amaze 1.2L,2018,24377,PETROL,AUTOMATIC,747000
Maruti Dzire ZXI,2019,23141,PETROL,AUTOMATIC,671000
Skoda Rapid AMBITION,2021,30435,PETROL,AUTOMATIC,897000
Maruti Swift Dzire,2013,120050,DIESEL,MANUAL,475000
Honda Amaze 1.2L,2013,42690,PETROL,MANUAL,322000
Maruti Alto K10,2011,83452,PETROL,MANUAL,166000
Hyundai Grand i10,2019,24065,PETROL,MANUAL,591000
Hyundai NEW I20,2022,3383,PETROL,AUTOMATIC,1088000
Volkswagen Polo HIGHLINE1.2L,2016,33299,PETROL,MANUAL,529000
Hyundai Grand i10,2014,55391,PETROL,MANUAL,455000
Tata Tiago XT,2021,16604,PETROL,MANUAL,556000
Honda Amaze 1.2L,2021,26155,PETROL,MANUAL,655000
Mahindra XUV500 W11(O),2021,28305,DIESEL,MANUAL,1870000
Maruti Baleno DELTA,2017,59758,PETROL,MANUAL,479000
Hyundai Grand i10,2014,47604,PETROL,MANUAL,443000
Maruti Celerio ZXI,2021,7615,PETROL,MANUAL,585000
Tata NEXON XM,2020,70759,DIESEL,MANUAL,760000
Hyundai Grand i10,2015,62536,PETROL,MANUAL,349000
