,Car_name,Year,Distance,Fuel_type,Drive,Price
1518,Maruti Swift ZDI,2018,63791,DIESEL,AUTOMATIC,663000
1519,Maruti Alto LXI,2020,17653,PETROL,MANUAL,380000
1520,Honda Amaze 1.2L,2023,8376,PETROL,AUTOMATIC,908000
1521,Hyundai Grand i10,2017,58540,PETROL,MANUAL,401999
1522,Nissan MAGNITE XV,2021,34210,PETROL,AUTOMATIC,885000
1523,Maruti Alto VXI,2022,11209,PETROL,MANUAL,411000
1524,Maruti Swift VXI,2021,29015,PETROL,MANUAL,668000
1525,Maruti Baleno DELTA,2019,65115,DIESEL,MANUAL,595000
1526,Maruti Swift Dzire,2016,107226,PETROL,MANUAL,480000
1527,Hyundai VENUE SX,2021,5896,PETROL,MANUAL,944999
1528,Honda WR-V 1.2L,2017,75283,PETROL,MANUAL,688000
1529,Volkswagen Polo COMFORTLINE,2012,93691,DIESEL,MANUAL,382000
1530,Maruti Baleno SIGMA,2017,44732,PETROL,MANUAL,483000
1531,Tata NEXON XZA,2021,22732,PETROL,AUTOMATIC,959000
1532,Honda Jazz 1.2L,2017,71037,PETROL,AUTOMATIC,529000
1533,Hyundai NEW SANTRO,2020,33733,PETROL,MANUAL,454000
1534,Maruti Celerio X,2018,39995,PETROL,MANUAL,413999
1535,Toyota Glanza V,2021,50696,PETROL,MANUAL,685000
1536,Maruti Celerio ZXI,2017,72383,PETROL,MANUAL,405999
1537,Renault TRIBER RXL,2020,65702,PETROL,MANUAL,475000
1538,Maruti Celerio LXI,2021,41248,PETROL,MANUAL,418000
1539,Maruti Ciaz DELTA,2017,75639,PETROL,MANUAL,563000
1540,KIA CARENS LUXURY,2022,10776,PETROL,MANUAL,1784000
1541,Hyundai Verna 1.6,2019,40798,PETROL,AUTOMATIC,964000
1542,Maruti Baleno DELTA,2020,25641,PETROL,MANUAL,569000
1543,Tata TIAGO NRG,2019,70406,DIESEL,MANUAL,522000
1544,Hyundai Elite i20,2016,62056,PETROL,MANUAL,480999
1545,Maruti Swift VDI,2012,62287,DIESEL,MANUAL,430999
1546,Jeep Compass LONGITUDE,2017,117718,DIESEL,MANUAL,1049000
1547,Maruti Swift VXI,2016,111707,PETROL,MANUAL,531000
1548,Hyundai NEW I20,2021,19747,PETROL,MANUAL,662000
1549,Maruti Dzire VDI,2017,105108,DIESEL,AUTOMATIC,600000
1550,Maruti Swift ZXI,2015,49201,PETROL,MANUAL,466000
1551,Maruti Swift VXI,2011,77887,PETROL,MANUAL,315000
1552,Hyundai NEW I20,2022,3383,PETROL,AUTOMATIC,1088000
1553,Maruti Baleno DELTA,2019,37753,PETROL,MANUAL,633000
1554,Honda Jazz 1.2L,2017,55248,PETROL,MANUAL,451999
1555,Honda City 1.5L,2014,98877,PETROL,MANUAL,518000
1556,Maruti Dzire LXI,2022,22014,PETROL,MANUAL,612000
1557,Tata NEXON XZA,2018,90759,DIESEL,AUTOMATIC,836999
1558,Honda City 1.5L,2018,82136,PETROL,AUTOMATIC,818000
1559,Maruti Vitara Brezza,2017,94281,DIESEL,MANUAL,650000
1560,Skoda Rapid MONTE,2021,46803,PETROL,MANUAL,985000
1561,KIA CARENS LUXURY,2022,11437,PETROL,MANUAL,1704000
1562,Maruti Baleno SIGMA,2020,31850,PETROL,MANUAL,604000
1563,Hyundai Creta SX,2020,73831,DIESEL,AUTOMATIC,1393000
1564,Volkswagen Vento HIGHLINE,2020,89509,PETROL,AUTOMATIC,893000
1565,Hyundai VENUE S,2019,38010,PETROL,AUTOMATIC,885000
1566,Hyundai Elite i20,2016,18656,PETROL,MANUAL,541000
1567,Maruti Alto 800,2016,56876,PETROL,MANUAL,260000
1568,Honda City 1.5L,2021,34000,PETROL,AUTOMATIC,1022000
1569,Maruti Swift VXI,2022,40391,PETROL,MANUAL,701000
1570,Maruti Baleno DELTA,2017,29628,PETROL,MANUAL,554000
1571,Honda Amaze 1.2L,2022,25896,PETROL,MANUAL,815000
1572,Maruti Alto 800,2013,104836,PETROL,MANUAL,202999
1573,Hyundai VENUE SX,2020,24972,PETROL,MANUAL,874000
1574,Skoda Rapid ELEGANCE,2015,63084,PETROL,MANUAL,394000
1575,Toyota Glanza S,2022,27959,PETROL,MANUAL,721000
1576,Honda WR-V 1.2L,2018,63232,PETROL,MANUAL,624000
1577,KIA SONET HTX,2021,50127,PETROL,MANUAL,903999
1578,Maruti Alto LXI,2010,73860,PETROL,MANUAL,134000
1579,Tata NEXON XM,2019,37294,PETROL,MANUAL,585000
1580,Maruti IGNIS SIGMA,2017,51748,PETROL,MANUAL,473000
1581,Maruti Dzire VXI,2018,54756,PETROL,MANUAL,556000
1582,Honda Jazz 1.2L,2018,40622,PETROL,MANUAL,527000
1583,Hyundai Grand i10,2017,40049,PETROL,AUTOMATIC,519000
1584,Maruti Alto K10,2018,45954,PETROL,MANUAL,342000
1585,KIA SELTOS HTK,2023,10629,PETROL,MANUAL,1296000
1586,Honda City 1.5L,2020,73991,PETROL,MANUAL,1135000
1587,Tata TIGOR XZA,2020,45960,PETROL,AUTOMATIC,672000
1588,Maruti Swift VDI,2014,105074,DIESEL,MANUAL,443000
1589,Hyundai Verna 1.6,2019,49369,PETROL,MANUAL,782000
1590,Hyundai NEW SANTRO,2020,28107,PETROL,MANUAL,455999
1591,Renault Kwid RXT,2018,35966,PETROL,MANUAL,316000
1592,Tata NEXON XZA,2022,22445,PETROL,AUTOMATIC,1074000
1593,Maruti Wagon R,2017,31154,PETROL,AUTOMATIC,475000
1594,Maruti Dzire ZXI,2018,31404,PETROL,AUTOMATIC,677000
1595,Maruti Dzire VXI,2019,59029,PETROL,MANUAL,596000
1596,Maruti Vitara Brezza,2017,82285,DIESEL,MANUAL,644000
1597,Renault Kiger RXT,2021,43283,PETROL,AUTOMATIC,785000
1598,Hyundai i20 ASTA,2011,57914,PETROL,MANUAL,345000
1599,Maruti Alto VXI,2021,26119,PETROL,MANUAL,393000
1600,Hyundai NEW SANTRO,2021,18229,PETROL,AUTOMATIC,562000
1601,Maruti Baleno ZETA,2020,44301,PETROL,MANUAL,616000
1602,Hyundai i10 SPORTZ,2016,88616,PETROL,MANUAL,393000
1603,Maruti Baleno DELTA,2017,51814,PETROL,MANUAL,463000
1604,Maruti Swift LXI,2018,53062,PETROL,MANUAL,450000
1605,Honda WR-V 1.5L,2017,100049,DIESEL,MANUAL,731000
1606,Ford Ecosport TITANIUM+,2016,84682,DIESEL,MANUAL,581000
1607,KIA SELTOS GTX,2019,66069,PETROL,AUTOMATIC,1292000
1608,Honda Jazz 1.2L,2018,89090,PETROL,MANUAL,536000
1609,Mahindra XUV300 W8,2023,12057,PETROL,MANUAL,1223000
1610,Datsun Redi Go,2021,15513,PETROL,MANUAL,413000
1611,Ford FREESTYLE TITANIUM,2018,122377,PETROL,MANUAL,455000
1612,Hyundai Grand i10,2014,52129,PETROL,AUTOMATIC,391000
1613,Hyundai NEW SANTRO,2019,14829,PETROL,MANUAL,461000
1614,Hyundai Elite i20,2017,52526,PETROL,MANUAL,541000
1615,KIA SELTOS HTX,2019,71510,PETROL,AUTOMATIC,1053000
1616,Maruti S PRESSO,2020,15966,PETROL,MANUAL,428000
1617,Honda Amaze 1.2L,2019,39901,PETROL,MANUAL,537000
1618,Toyota Etios CROSS,2015,81911,DIESEL,MANUAL,378000
1619,Honda Jazz 1.2L,2016,110325,PETROL,MANUAL,467000
1620,Hyundai GRAND I10,2020,45665,PETROL,AUTOMATIC,692000
1621,Honda Jazz 1.2L,2015,96692,PETROL,MANUAL,405999
1622,Honda Brio S,2016,51438,PETROL,MANUAL,352000
1623,Hyundai i10 SPORTZ,2016,48373,PETROL,MANUAL,413000
1624,Toyota Glanza V,2023,10279,PETROL,AUTOMATIC,907000
1625,Maruti Celerio ZXI,2018,39085,PETROL,MANUAL,518000
1626,Renault Kwid RXT,2017,95893,PETROL,AUTOMATIC,327000
1627,Hyundai Creta SX,2018,79499,PETROL,AUTOMATIC,847000
1628,Hyundai Elite i20,2017,78561,PETROL,MANUAL,599000
1629,Hyundai i10 MAGNA,2014,53668,PETROL,MANUAL,261000
1630,Skoda Rapid AMBITION,2020,64348,PETROL,MANUAL,736000
1631,Hyundai i10 SPORTZ,2016,82913,PETROL,MANUAL,314000
1632,Maruti Ciaz SIGMA,2017,58452,PETROL,MANUAL,550000
1633,Maruti Ciaz VXI+AT,2017,21097,PETROL,AUTOMATIC,570000
1634,Maruti Dzire VXI,2020,55837,PETROL,MANUAL,629000
1635,Maruti Swift VDI,2015,120956,DIESEL,MANUAL,426000
1636,Hyundai Elite i20,2018,67441,PETROL,MANUAL,641000
1637,Maruti Celerio VXI,2018,57098,CNG,MANUAL,488000
1638,Volkswagen Ameo HIGHLINE,2017,46293,DIESEL,AUTOMATIC,441000
1639,Honda Amaze 1.2L,2017,46169,PETROL,MANUAL,394000
1640,Skoda Rapid STYLE,2018,84700,PETROL,AUTOMATIC,700000
1641,Honda Amaze 1.2L,2019,30270,PETROL,AUTOMATIC,678000
1642,Nissan MAGNITE XE,2022,19900,PETROL,MANUAL,601000
1643,Maruti Alto K10,2019,64737,PETROL,MANUAL,325000
1644,Maruti Swift LXI,2015,71287,PETROL,MANUAL,374000
1645,Hyundai Grand i10,2015,84607,PETROL,MANUAL,399000
1646,Maruti S PRESSO,2019,17064,PETROL,MANUAL,430999
1647,Honda City 1.5L,2020,30951,PETROL,MANUAL,1140000
1648,Maruti Celerio X,2018,95736,PETROL,AUTOMATIC,420000
1649,Hyundai i20 SPORTZ,2012,52830,PETROL,MANUAL,345000
1650,Maruti Swift VXI,2017,39133,PETROL,MANUAL,459000
1651,Maruti Alto K10,2014,82298,PETROL,AUTOMATIC,295000
1652,Renault Kwid RXT,2020,38159,PETROL,MANUAL,379000
1653,Datsun Go Plus,2018,35441,PETROL,MANUAL,365000
1654,Maruti Baleno DELTA,2021,25705,PETROL,MANUAL,693000
1655,Honda Brio S,2014,75299,PETROL,MANUAL,294000
1656,Maruti Celerio ZXI,2018,93813,PETROL,MANUAL,469000
1657,KIA SELTOS HTK,2020,46312,DIESEL,MANUAL,1098000
1658,Hyundai VENUE SX,2019,28415,PETROL,MANUAL,828999
1659,Maruti Celerio ZXI,2019,21135,PETROL,AUTOMATIC,478000
1660,Mahindra XUV300 W8,2022,20293,PETROL,AUTOMATIC,1196000
1661,Tata Harrier XZ,2019,73015,DIESEL,MANUAL,1299000
1662,Hyundai New Elantra,2017,47713,DIESEL,AUTOMATIC,1189000
1663,Hyundai i10 SPORTZ,2013,81659,PETROL,AUTOMATIC,327000
1664,Hyundai NEW I20,2021,40535,PETROL,MANUAL,740000
1665,Mahindra Thar LX,2022,8014,PETROL,AUTOMATIC,1563000
1666,Hyundai Elite i20,2019,21672,PETROL,MANUAL,695000
1667,MG HECTOR SMART,2020,51624,DIESEL,MANUAL,1387000
1668,Hyundai NEW I20,2022,12885,PETROL,AUTOMATIC,1144000
1669,Renault Kwid RXT,2020,45580,PETROL,MANUAL,332000
1670,Maruti Swift VDI,2016,95343,DIESEL,MANUAL,571000
1671,Hyundai Eon SPORTZ,2016,33248,PETROL,MANUAL,301000
1672,Volkswagen Polo TRENDLINE,2021,29565,PETROL,MANUAL,547000
1673,Maruti Celerio X,2018,61676,PETROL,MANUAL,432000
1674,Maruti Alto K10,2013,27217,PETROL,MANUAL,218000
1675,Maruti S PRESSO,2020,26213,PETROL,MANUAL,359000
1676,Skoda Rapid AMBITION,2013,81468,DIESEL,MANUAL,455999
1677,Jeep Compass LIMITED,2017,108189,PETROL,AUTOMATIC,990000
1678,Maruti Celerio ZXI,2021,19689,PETROL,MANUAL,559000
1679,Hyundai Verna FLUIDIC,2011,49908,PETROL,MANUAL,295000
1680,Maruti Celerio VXI,2015,57451,PETROL,AUTOMATIC,379000
1681,Hyundai Grand i10,2018,67778,PETROL,AUTOMATIC,604000
1682,Hyundai Grand i10,2014,41406,PETROL,MANUAL,418000
1683,Toyota Innova Crysta,2016,49106,DIESEL,MANUAL,1193000
1684,Toyota Etios G,2013,82484,PETROL,MANUAL,400000
1685,Maruti Swift VDI,2012,115035,DIESEL,MANUAL,376000
1686,Renault Kwid RXT,2019,34562,PETROL,MANUAL,391000
1687,Maruti Celerio VXI,2019,28264,PETROL,AUTOMATIC,554000
1688,Maruti Celerio ZXI,2018,41806,PETROL,MANUAL,495000
1689,Renault TRIBER RXZ,2021,51701,PETROL,AUTOMATIC,649000
1690,Maruti Dzire VXI,2017,65593,PETROL,MANUAL,574000
1691,Maruti Swift Dzire,2012,42989,PETROL,MANUAL,401000
1692,Hyundai Elite i20,2015,120248,PETROL,MANUAL,565000
1693,Maruti Baleno ZETA,2020,33551,PETROL,MANUAL,706000
1694,Hyundai Verna 1.6,2018,43293,PETROL,AUTOMATIC,959000
1695,Hyundai Creta SX,2021,20982,PETROL,AUTOMATIC,1611000
1696,Datsun Redi Go,2020,15882,PETROL,MANUAL,371000
1697,Maruti Alto K10,2013,92887,PETROL,MANUAL,208000
1698,Hyundai i20 MAGNA,2012,54639,PETROL,MANUAL,299000
1699,Honda Brio V,2012,86076,PETROL,MANUAL,265000
1700,Maruti Alto VXI,2019,60019,PETROL,MANUAL,376000
1701,Maruti Alto 800,2015,78634,PETROL,MANUAL,245000
1702,Honda City 1.5L,2017,74262,PETROL,MANUAL,688000
1703,Maruti Swift VXI,2014,84536,CNG,MANUAL,412000
1704,Maruti Alto VXI,2020,66938,PETROL,MANUAL,395000
1705,Hyundai Grand i10,2017,55629,PETROL,AUTOMATIC,488000
1706,Honda Jazz 1.2L,2016,113110,PETROL,AUTOMATIC,474000
1707,Maruti Ciaz DELTA,2021,37118,PETROL,MANUAL,795000
1708,Maruti Ciaz ALPHA,2018,56035,PETROL,AUTOMATIC,764000
1709,Honda Amaze 1.2L,2022,23008,PETROL,MANUAL,706000
1710,Hyundai Elite i20,2016,76293,PETROL,MANUAL,479000
1711,Maruti Swift ZXI,2019,32730,PETROL,MANUAL,676000
1712,Hyundai NEW SANTRO,2021,17626,PETROL,MANUAL,501000
1713,Maruti Celerio VXI,2014,28164,PETROL,AUTOMATIC,384000
1714,Hyundai NEW SANTRO,2020,65837,CNG,MANUAL,579000
1715,Honda Jazz 1.2L,2017,85950,PETROL,MANUAL,517000
1716,Hyundai Verna SX,2021,47464,PETROL,MANUAL,965000
1717,Jeep Compass LIMITED,2017,21749,PETROL,AUTOMATIC,1011000
1718,Maruti Baleno DELTA,2016,84778,CNG,MANUAL,436000
1719,Maruti Wagon R,2015,45789,PETROL,MANUAL,393000
1720,Tata ALTROZ XZ,2021,80154,DIESEL,MANUAL,720000
1721,Hyundai Verna 1.6,2017,85920,PETROL,MANUAL,668000
1722,Hyundai Grand i10,2015,64687,PETROL,AUTOMATIC,469000
1723,Maruti Baleno ZETA,2017,53969,PETROL,MANUAL,522000
1724,Honda Brio E,2015,53538,PETROL,MANUAL,314000
1725,Datsun Go T,2018,43070,PETROL,MANUAL,308000
1726,MG HECTOR SHARP,2019,37254,PETROL,MANUAL,1286000
1727,Maruti Baleno ZETA,2020,24737,PETROL,AUTOMATIC,770000
1728,Skoda Rapid AMBITION,2020,22978,PETROL,MANUAL,739000
1729,Maruti Swift VXI,2012,80825,PETROL,MANUAL,378000
1730,Honda Jazz 1.2L,2022,9396,PETROL,AUTOMATIC,913000
1731,Tata NEXON XZA,2018,63945,DIESEL,AUTOMATIC,977999
1732,Maruti Alto K10,2017,64668,PETROL,MANUAL,303000
1733,Maruti Swift VXI,2023,10050,PETROL,MANUAL,742000
1734,Tata NEXON XM,2019,73386,DIESEL,MANUAL,681000
1735,Ford Ecosport TITANIUM,2019,53266,DIESEL,MANUAL,826000
1736,Maruti Wagon R,2017,36404,PETROL,AUTOMATIC,433000
1737,Tata Tiago XZ,2021,25394,PETROL,MANUAL,584000
1738,Hyundai Creta E,2017,42305,PETROL,MANUAL,693000
1739,Maruti S PRESSO,2021,17644,PETROL,AUTOMATIC,484999
1740,Hyundai NEW SANTRO,2018,43545,PETROL,AUTOMATIC,374000
1741,Honda Amaze 1.2L,2018,106991,PETROL,AUTOMATIC,596000
1742,Maruti Alto 800,2013,41748,PETROL,MANUAL,238000
1743,Maruti Alto K10,2011,100924,PETROL,MANUAL,153000
1744,Hyundai NEW I20,2021,47835,PETROL,MANUAL,666000
1745,Hyundai NEW I20,2022,10616,PETROL,MANUAL,965000
1746,Hyundai Grand i10,2017,47167,PETROL,AUTOMATIC,599000
1747,Hyundai Elite i20,2016,79701,DIESEL,MANUAL,731000
1748,Maruti Alto 800,2014,75618,PETROL,MANUAL,206999
1749,Maruti Wagon R,2018,39992,PETROL,AUTOMATIC,396000
1750,Maruti Alto K10,2022,1063,PETROL,MANUAL,434000
1751,Maruti Wagon R,2017,61914,PETROL,AUTOMATIC,429000
1752,Mahindra XUV300 W6,2022,26634,PETROL,MANUAL,924000
1753,Skoda Rapid STYLE,2018,69933,PETROL,AUTOMATIC,766000
1754,Hyundai i20 MAGNA,2011,49600,PETROL,MANUAL,209000
1755,Ford Ecosport TITANIUM,2019,110652,DIESEL,MANUAL,807000
1756,Tata NEXON XZ,2022,19112,PETROL,MANUAL,1136000
1757,Maruti Wagon R,2011,38782,PETROL,MANUAL,295000
1758,Hyundai Creta SX,2016,94167,PETROL,MANUAL,754000
1759,Maruti Dzire VXI,2017,33079,PETROL,MANUAL,513000
1760,Maruti Baleno DELTA,2018,54487,PETROL,MANUAL,570000
1761,Ford New Figo,2021,24958,PETROL,AUTOMATIC,631000
1762,Hyundai Grand i10,2015,60972,PETROL,MANUAL,438999
1763,Maruti Alto LXI,2019,28705,PETROL,MANUAL,355000
1764,Hyundai Creta SX,2019,45768,PETROL,AUTOMATIC,1052000
1765,Ford Ecosport TITANIUM,2018,95912,PETROL,MANUAL,739000
1766,Maruti S PRESSO,2022,38620,PETROL,AUTOMATIC,545000
1767,Hyundai i10 SPORTZ,2013,66749,PETROL,MANUAL,278000
1768,Honda WR-V 1.5L,2017,109387,DIESEL,MANUAL,454000
1769,Hyundai VENUE S,2019,71763,PETROL,MANUAL,701000
1770,Hyundai Creta SX,2016,91001,PETROL,MANUAL,682000
1771,Hyundai Verna 1.6,2017,37185,PETROL,MANUAL,787000
1772,Honda Amaze 1.2L,2022,7170,PETROL,MANUAL,722000
1773,Maruti Ertiga VDI,2012,137247,DIESEL,MANUAL,588000
1774,Volkswagen Vento HIGHLINE,2016,101018,DIESEL,AUTOMATIC,615000
1775,Maruti IGNIS ZETA,2022,1897,PETROL,MANUAL,608000
1776,Maruti Baleno DELTA,2018,78671,PETROL,AUTOMATIC,536000
1777,Maruti Baleno ALPHA,2017,59999,PETROL,AUTOMATIC,623000
1778,Maruti Swift VXI,2014,43694,PETROL,MANUAL,347000
1779,Hyundai Grand i10,2014,76725,PETROL,MANUAL,405999
1780,Maruti Celerio ZXI,2020,23043,PETROL,MANUAL,409999
1781,Hyundai Xcent S,2016,84055,PETROL,MANUAL,445000
1782,Hyundai Elite i20,2018,49430,PETROL,MANUAL,667000
1783,Datsun Redi Go,2021,15307,PETROL,MANUAL,401999
1784,Honda Amaze 1.2L,2022,32642,PETROL,AUTOMATIC,789000
1785,Maruti Ciaz ALPHA,2018,113188,DIESEL,MANUAL,716000
1786,Maruti S PRESSO,2020,14644,PETROL,AUTOMATIC,513000
1787,Maruti Swift VXI,2022,22203,PETROL,MANUAL,655000
1788,Maruti Swift Dzire,2010,96866,PETROL,MANUAL,183000
1789,Renault Kwid RXT,2016,37313,PETROL,MANUAL,311000
1790,Hyundai NEW SANTRO,2019,26107,PETROL,AUTOMATIC,507000
1791,Maruti Vitara Brezza,2017,59054,DIESEL,MANUAL,809000
1792,Maruti Baleno DELTA,2018,104977,PETROL,AUTOMATIC,530000
1793,Hyundai Grand i10,2015,28053,PETROL,MANUAL,375000
1794,Maruti Baleno ALPHA,2018,76058,DIESEL,MANUAL,571000
1795,Hyundai Elite i20,2016,90064,PETROL,MANUAL,530000
1796,Maruti Swift Dzire,2015,53109,PETROL,MANUAL,465000
1797,Honda City 1.5L,2017,50001,PETROL,MANUAL,706000
1798,Honda WR-V 1.5L,2019,84026,DIESEL,MANUAL,763000
1799,Tata Tiago XZ,2022,16750,CNG,MANUAL,644000
1800,Hyundai i20 MAGNA,2013,94514,DIESEL,MANUAL,369000
1801,Hyundai i20 ASTA,2012,36855,PETROL,MANUAL,326000
1802,Tata ALTROZ XZ,2020,27102,PETROL,MANUAL,742000
1803,Maruti Baleno DELTA,2021,29923,PETROL,MANUAL,654000
1804,Renault Duster RXZ,2020,105595,PETROL,MANUAL,881000
1805,Honda City 1.5L,2015,79657,PETROL,MANUAL,499000
1806,Maruti Baleno ZETA,2021,43346,PETROL,MANUAL,661000
1807,Honda BR-V 1.5L,2016,78332,PETROL,MANUAL,611000
1808,Renault TRIBER RXL,2019,40226,PETROL,MANUAL,554000
1809,Hyundai Verna 1.6,2017,70076,PETROL,AUTOMATIC,851000
1810,Honda City 1.5L,2015,67144,PETROL,MANUAL,581000
1811,Tata Harrier XZA,2020,61344,DIESEL,AUTOMATIC,1554000
1812,Hyundai Creta SX,2018,75608,DIESEL,MANUAL,1122000
1813,Jeep Compass LONGITUDE,2018,96310,DIESEL,MANUAL,1009000
1814,Tata ALTROZ XM,2021,41138,PETROL,MANUAL,631000
1815,Tata Tiago XZ,2018,64409,DIESEL,MANUAL,513000
1816,Mahindra XUV500 W11,2018,127342,DIESEL,AUTOMATIC,1326000
1817,Renault TRIBER RXZ,2020,37860,PETROL,AUTOMATIC,690000
1818,Hyundai i20 ASTA,2013,90368,PETROL,MANUAL,307000
1819,Hyundai i10 MAGNA,2014,82459,PETROL,MANUAL,353000
1820,Maruti Dzire ZXI,2021,25160,PETROL,AUTOMATIC,697000
1821,Hyundai i20 ASTA,2010,123576,PETROL,MANUAL,290000
1822,Honda Amaze 1.5L,2020,111537,DIESEL,MANUAL,647000
1823,Hyundai Grand i10,2018,117582,PETROL,MANUAL,522000
1824,Honda Civic 1.8L,2019,20315,PETROL,AUTOMATIC,1997000
1825,Tata PUNCH ACCOMPLISHED,2022,25610,PETROL,AUTOMATIC,791000
1826,Honda City 1.5L,2017,91468,PETROL,AUTOMATIC,691000
1827,Hyundai VENUE SX,2022,66832,DIESEL,MANUAL,927000
1828,Hyundai i10 MAGNA,2013,68811,CNG,MANUAL,260000
1829,Honda Amaze 1.2L,2015,87242,PETROL,MANUAL,434000
1830,Hyundai Grand i10,2018,81153,PETROL,MANUAL,509999
1831,Hyundai Elite i20,2017,87400,PETROL,MANUAL,516000
1832,Maruti Swift VXI,2013,73956,PETROL,MANUAL,333000
1833,Maruti New Wagon-R,2022,31378,PETROL,MANUAL,585000
1834,Hyundai NEW SANTRO,2019,74190,PETROL,MANUAL,436000
1835,Tata Tiago XT,2023,11247,PETROL,MANUAL,666000
1836,Maruti Dzire ZXI,2019,47447,PETROL,AUTOMATIC,653000
1837,Hyundai Grand i10,2017,73817,PETROL,MANUAL,495000
1838,Maruti Ciaz SIGMA,2017,75480,PETROL,MANUAL,538000
1839,Hyundai Verna FLUIDIC,2013,76479,PETROL,MANUAL,413999
1840,Maruti Alto LXI,2011,57308,PETROL,MANUAL,151000
1841,Hyundai GRAND I10,2022,34361,CNG,MANUAL,670000
1842,Maruti Vitara Brezza,2021,34595,PETROL,MANUAL,679000
1843,Hyundai NEW SANTRO,2021,10256,PETROL,AUTOMATIC,564000
1844,KIA SONET HTX,2022,36545,PETROL,MANUAL,1105000
1845,Tata NEXON XM,2019,98997,DIESEL,MANUAL,668000
1846,Maruti Wagon R,2015,47540,CNG,MANUAL,375000
1847,Hyundai NEW SANTRO,2020,29685,PETROL,MANUAL,440000
1848,Hyundai Elite i20,2017,77430,PETROL,MANUAL,404000
1849,Maruti Baleno DELTA,2019,36495,PETROL,MANUAL,671000
1850,Toyota Etios G,2013,47334,PETROL,MANUAL,345000
1851,Maruti Wagon R,2014,64039,CNG,MANUAL,289000
1852,Hyundai Eon D-LITE+,2012,104806,PETROL,MANUAL,208000
1853,Maruti Celerio ZXI,2017,113666,PETROL,AUTOMATIC,449000
1854,Hyundai Xcent S,2016,55314,PETROL,MANUAL,345000
1855,Skoda Rapid STYLE,2017,106214,DIESEL,AUTOMATIC,749000
1856,Maruti Baleno DELTA,2020,52486,PETROL,MANUAL,602000
1857,Honda Amaze 1.2L,2022,28574,PETROL,MANUAL,769000
1858,Hyundai Elite i20,2015,63269,PETROL,MANUAL,395000
1859,Honda Jazz 1.2L,2015,40196,PETROL,AUTOMATIC,478000
1860,Ford FREESTYLE TREND,2018,33203,PETROL,MANUAL,480000
1861,Maruti Zen Estilo,2012,65340,PETROL,MANUAL,215000
1862,Toyota Innova Crysta,2017,40409,DIESEL,MANUAL,1842000
1863,Hyundai i10 ERA,2012,60771,PETROL,MANUAL,250999
1864,Nissan Micra XL,2017,80674,PETROL,AUTOMATIC,386000
1865,Hyundai Grand i10,2017,44142,PETROL,MANUAL,516000
1866,Hyundai Creta SX,2017,18538,PETROL,MANUAL,1036999
1867,Hyundai VENUE S,2021,52414,PETROL,MANUAL,839000
1868,Renault Kwid RXT,2020,66696,PETROL,MANUAL,384000
1869,Hyundai NEW I20,2021,22678,DIESEL,MANUAL,1039000
1870,Maruti Ciaz ALPHA,2022,14772,PETROL,MANUAL,1097000
1871,Maruti Baleno ZETA,2021,28555,PETROL,MANUAL,727000
1872,Mahindra XUV300 W8,2021,23880,PETROL,AUTOMATIC,955000
1873,Maruti Alto K10,2018,60900,PETROL,AUTOMATIC,355000
1874,Maruti Celerio VXI,2015,70307,PETROL,AUTOMATIC,354000
1875,Honda Amaze 1.2L,2018,20187,PETROL,MANUAL,592000
1876,Renault Duster 110,2017,74704,DIESEL,MANUAL,797000
1877,Maruti Swift VXI,2016,30581,PETROL,MANUAL,419000
1878,Maruti Baleno DELTA,2019,58506,PETROL,MANUAL,584000
1879,Maruti Wagon R,2016,69324,PETROL,AUTOMATIC,426000
1880,Maruti Wagon R,2015,78594,CNG,MANUAL,325000
1881,Maruti Swift LXI,2017,28091,PETROL,MANUAL,480999
1882,Maruti Swift VXI,2015,84112,PETROL,MANUAL,527000
1883,Maruti Baleno DELTA,2022,25782,PETROL,MANUAL,713000
1884,Tata ALTROZ XZ,2021,57776,PETROL,MANUAL,602000
1885,Maruti IGNIS ZETA,2017,23650,PETROL,MANUAL,488999
1886,Jeep Compass LIMITED,2019,46444,PETROL,AUTOMATIC,1340000
1887,Jeep Compass LIMITED,2017,81301,DIESEL,MANUAL,1217000
1888,Renault Duster 110,2019,80160,DIESEL,MANUAL,855000
1889,Maruti Baleno ZETA,2019,44677,PETROL,MANUAL,658000
1890,Mahindra BOLERO NEO,2021,34675,DIESEL,MANUAL,863000
1891,Honda City 1.5L,2015,91712,DIESEL,MANUAL,498000
1892,Tata Tiago XM,2018,58624,PETROL,MANUAL,409000
1893,Renault Kwid RXT,2016,49875,PETROL,MANUAL,294000
1894,Maruti Alto 800,2013,56905,CNG,MANUAL,202999
1895,Maruti S Cross,2018,73728,DIESEL,MANUAL,663000
1896,Honda Jazz 1.2L,2019,80923,PETROL,AUTOMATIC,699000
1897,Maruti Swift ZXI,2014,84932,PETROL,MANUAL,430000
1898,Toyota Etios G,2011,88354,PETROL,MANUAL,196000
1899,Maruti Baleno ALPHA,2019,34783,PETROL,AUTOMATIC,832000
1900,Maruti Alto 800,2015,7166,PETROL,MANUAL,266000
1901,Mahindra Bolero B6,2022,14536,DIESEL,MANUAL,894000
1902,Hyundai Elite i20,2015,71875,PETROL,MANUAL,483000
1903,Honda Amaze 1.2L,2018,75552,PETROL,MANUAL,528000
1904,Maruti Alto K10,2010,79114,PETROL,MANUAL,247000
1905,Toyota URBAN CRUISER,2022,27572,PETROL,MANUAL,951000
