,Car_name,Year,Distance,Fuel_type,Drive,Price
4715,Maruti Alto K10,2011,77442,PETROL,MANUAL,159000
4716,Hyundai NEW I20,2023,9662,PETROL,AUTOMATIC,939000
4717,Maruti Swift LXI,2013,65672,PETROL,MANUAL,296000
4718,Maruti Ertiga VDI,2016,90827,DIESEL,MANUAL,701000
4719,Maruti Swift VXI,2021,50607,PETROL,MANUAL,608000
4720,Hyundai Elite i20,2016,91683,DIESEL,MANUAL,579000
4721,Hyundai Elite i20,2015,87995,DIESEL,MANUAL,491000
4722,Volkswagen Vento HIGHLINE,2016,103296,PETROL,AUTOMATIC,595000
4723,Maruti Swift VXI,2015,76928,PETROL,MANUAL,401999
4724,Hyundai Elite i20,2014,91689,PETROL,MANUAL,444000
4725,Hyundai i10 MAGNA,2010,88315,PETROL,MANUAL,220000
4726,Hyundai Grand i10,2016,72561,PETROL,MANUAL,463000
4727,Maruti IGNIS ZETA,2018,82498,PETROL,MANUAL,389000
4728,Honda Brio S,2012,98836,CNG,MANUAL,237000
4729,Hyundai VENUE S+,2021,41699,PETROL,MANUAL,849000
4730,Hyundai Elite i20,2015,109129,PETROL,MANUAL,530000
4731,Volkswagen Vento HIGHLINE,2019,86622,PETROL,AUTOMATIC,922000
4732,Hyundai i20 MAGNA,2013,72933,PETROL,MANUAL,337000
4733,Honda Jazz 1.2L,2017,61312,PETROL,AUTOMATIC,544000
4734,Hyundai Verna 1.6,2017,90504,DIESEL,MANUAL,757000
4735,Maruti Swift VXI,2017,48258,PETROL,MANUAL,509999
4736,Hyundai Creta SX,2021,46643,DIESEL,MANUAL,1590000
4737,KIA SELTOS HTK,2021,31348,PETROL,MANUAL,1065000
4738,Hyundai Grand i10,2015,27610,PETROL,MANUAL,422000
4739,Honda City 1.5L,2013,96188,PETROL,MANUAL,333000
4740,KIA SONET HTK,2022,14505,DIESEL,MANUAL,1022000
4741,Hyundai AURA S,2022,24467,CNG,MANUAL,787000
4742,Hyundai Creta E,2018,62741,PETROL,MANUAL,780000
4743,Tata NEXON XM,2021,35294,PETROL,MANUAL,674000
4744,Tata PUNCH CREATIVE,2022,7014,PETROL,AUTOMATIC,818000
4745,Hyundai Elite i20,2018,47083,CNG,AUTOMATIC,515000
4746,Maruti IGNIS DELTA,2017,59645,PETROL,MANUAL,416000
4747,Honda WR-V 1.2L,2017,23037,PETROL,MANUAL,646000
4748,Maruti Swift VDI,2013,45187,DIESEL,MANUAL,280000
4749,Hyundai Elite i20,2015,99831,PETROL,MANUAL,509000
4750,Maruti Vitara Brezza,2019,81176,DIESEL,AUTOMATIC,700000
4751,Hyundai Creta SX,2018,50556,PETROL,MANUAL,880000
4752,Honda Jazz 1.2L,2018,78118,PETROL,MANUAL,488999
4753,Hyundai AURA S,2020,41550,PETROL,MANUAL,627000
4754,Hyundai Grand i10,2017,46907,PETROL,MANUAL,486000
4755,Honda City 1.5L,2018,34445,PETROL,MANUAL,703000
4756,Renault Kwid RXT,2018,13306,PETROL,AUTOMATIC,426000
4757,Hyundai VENUE S,2022,15798,PETROL,MANUAL,893000
4758,Renault Kwid RXT,2021,3748,PETROL,MANUAL,512000
4759,Hyundai i10 MAGNA,2010,99122,PETROL,MANUAL,185000
4760,Mahindra TUV300 T6,2018,79816,DIESEL,MANUAL,668000
4761,Maruti Dzire ZXI,2020,55907,PETROL,AUTOMATIC,625000
4762,Renault Kwid RXT,2019,33843,PETROL,AUTOMATIC,340000
4763,Maruti Swift LXI,2017,55004,PETROL,MANUAL,412000
4764,Hyundai i20 Active,2016,90703,PETROL,MANUAL,524000
4765,Hyundai i10 SPORTZ,2012,60572,PETROL,AUTOMATIC,330000
4766,Maruti Wagon R,2016,31283,PETROL,MANUAL,434000
4767,Honda City 1.5L,2018,70183,PETROL,MANUAL,843000
4768,Hyundai Verna FLUIDIC,2011,94203,PETROL,AUTOMATIC,411000
4769,Hyundai Grand i10,2015,92957,PETROL,MANUAL,298000
4770,Maruti Swift VDI,2011,88210,DIESEL,MANUAL,328000
4771,Datsun Go T,2019,62535,CNG,MANUAL,401999
4772,Maruti IGNIS DELTA,2018,39705,PETROL,AUTOMATIC,488999
4773,Hyundai Creta SX,2016,89279,PETROL,MANUAL,760000
4774,Maruti Baleno DELTA,2021,29936,PETROL,MANUAL,636000
4775,Hyundai Grand i10,2015,78389,PETROL,MANUAL,407000
4776,Hyundai Verna SX,2022,13694,PETROL,MANUAL,1292000
4777,Hyundai Creta SX,2020,63900,PETROL,AUTOMATIC,1523000
4778,Hyundai GRAND I10,2022,29372,CNG,MANUAL,733000
4779,Hyundai i10 MAGNA,2014,27260,PETROL,MANUAL,333000
4780,Maruti Eeco 5,2018,76034,CNG,MANUAL,455000
4781,Maruti Wagon R,2015,95478,CNG,MANUAL,309000
4782,Honda Amaze 1.2L,2019,42724,PETROL,MANUAL,568000
4783,Ford Ecosport TITANIUM,2016,85916,PETROL,AUTOMATIC,593000
4784,Nissan MAGNITE XE,2021,67103,PETROL,MANUAL,544000
4785,Honda WR-V 1.2L,2019,37200,PETROL,MANUAL,610000
4786,Maruti Wagon R,2015,64970,CNG,MANUAL,365000
4787,Hyundai i20 Active,2017,57201,PETROL,MANUAL,553000
4788,Tata PUNCH ACCOMPLISHED,2022,10573,PETROL,MANUAL,673000
4789,Renault TRIBER RXT,2020,47702,PETROL,MANUAL,549000
4790,Hyundai Creta BASE,2016,45368,PETROL,MANUAL,711000
4791,Maruti Vitara Brezza,2018,106164,DIESEL,AUTOMATIC,881000
4792,Maruti Dzire VXI,2017,57398,PETROL,AUTOMATIC,578000
4793,Ford Ecosport AMBIENTE,2019,44629,PETROL,MANUAL,724000
4794,Maruti Alto 800,2017,48097,PETROL,MANUAL,241000
4795,Ford Ecosport TITANIUM,2018,13800,PETROL,MANUAL,767000
4796,Tata TIGOR XZ,2022,15073,CNG,MANUAL,757000
4797,Hyundai Eon ERA,2016,36025,PETROL,MANUAL,252000
4798,Maruti Celerio VXI,2014,83815,PETROL,MANUAL,316000
4799,Maruti Dzire VXI,2017,67671,PETROL,AUTOMATIC,507000
4800,Honda Amaze 1.2L,2019,62804,CNG,MANUAL,660000
4801,Maruti Wagon R,2015,86381,PETROL,MANUAL,299000
4802,Hyundai i20 Active,2017,52887,PETROL,MANUAL,654000
4803,Volkswagen Polo GT,2018,101564,DIESEL,MANUAL,673000
4804,Tata Tiago XZ,2017,25103,PETROL,MANUAL,395000
4805,Maruti Baleno DELTA,2017,65897,PETROL,MANUAL,465000
4806,Mahindra XUV500 W5,2019,23439,DIESEL,MANUAL,919000
4807,Maruti New Wagon-R,2020,32144,CNG,MANUAL,551000
4808,Hyundai Eon ERA,2016,63609,PETROL,MANUAL,264000
4809,Hyundai Elite i20,2016,20034,PETROL,MANUAL,608000
4810,Maruti S PRESSO,2019,36584,PETROL,MANUAL,371000
4811,Maruti Ciaz VXI+,2015,34355,PETROL,MANUAL,503000
4812,Hyundai NEW I20,2021,26966,PETROL,MANUAL,707000
4813,Hyundai Elite i20,2016,35325,PETROL,MANUAL,538000
4814,Honda Brio S,2016,42264,PETROL,MANUAL,412000
4815,Honda Brio S,2012,83048,PETROL,MANUAL,210000
4816,Hyundai i10 SPORTZ,2011,30117,PETROL,MANUAL,195000
4817,Hyundai VENUE SX,2022,15772,DIESEL,MANUAL,1183000
4818,Hyundai Grand i10,2018,25381,PETROL,MANUAL,409999
4819,Hyundai Elite i20,2016,79232,PETROL,MANUAL,594000
4820,Hyundai Creta E,2016,56586,PETROL,MANUAL,680000
4821,Maruti Baleno DELTA,2017,57555,PETROL,MANUAL,482000
4822,Maruti Swift ZXI,2021,14575,PETROL,AUTOMATIC,746000
4823,Honda Jazz 1.2L,2016,35105,PETROL,MANUAL,476000
4824,Maruti Alto VXI,2019,51535,PETROL,MANUAL,346000
4825,Hyundai Verna SX,2021,63807,DIESEL,AUTOMATIC,1149000
4826,Volkswagen Polo GT,2016,88952,PETROL,AUTOMATIC,635000
4827,Maruti Baleno SIGMA,2017,76316,PETROL,MANUAL,451000
4828,Maruti S PRESSO,2021,24673,PETROL,MANUAL,413000
4829,Ford Ecosport TREND+,2018,61389,DIESEL,MANUAL,633000
4830,Maruti Ertiga VXI,2014,97391,CNG,MANUAL,569000
4831,Maruti Wagon R,2013,66691,PETROL,MANUAL,304000
4832,Hyundai NEW SANTRO,2021,39839,PETROL,AUTOMATIC,567000
4833,Honda City 1.5L,2016,74630,PETROL,MANUAL,457000
4834,Maruti Dzire VXI,2020,34050,PETROL,MANUAL,649000
4835,Maruti Swift VXI,2018,91586,CNG,MANUAL,524000
4836,Mahindra Thar LX,2021,52389,PETROL,AUTOMATIC,1339000
4837,Maruti S PRESSO,2019,75471,PETROL,AUTOMATIC,379000
4838,Tata NEXON XZ,2022,21527,PETROL,MANUAL,1038000
4839,Honda Jazz 1.2L,2018,26068,PETROL,MANUAL,482000
4840,Hyundai Elite i20,2017,40783,PETROL,MANUAL,521000
4841,Maruti Baleno ALPHA,2019,30793,PETROL,MANUAL,660000
4842,Maruti Baleno DELTA,2017,103971,PETROL,MANUAL,567000
4843,Maruti Celerio ZXI,2023,17052,PETROL,AUTOMATIC,692000
4844,Hyundai Grand i10,2017,76895,CNG,AUTOMATIC,399000
4845,Maruti S PRESSO,2020,40673,PETROL,MANUAL,374000
4846,Honda Jazz 1.2L,2015,63245,PETROL,AUTOMATIC,496000
4847,Renault Kwid RXT,2016,58331,PETROL,MANUAL,316000
4848,Tata Tiago XT,2017,45575,PETROL,MANUAL,468000
4849,Honda City 1.5L,2016,43062,PETROL,MANUAL,647000
4850,Hyundai i20 MAGNA,2013,43921,PETROL,MANUAL,319000
4851,Hyundai AURA S,2020,53586,CNG,MANUAL,625000
4852,Hyundai Creta SX,2016,106748,PETROL,MANUAL,797000
4853,Maruti Celerio ZXI,2018,83374,PETROL,MANUAL,416000
4854,Maruti IGNIS SIGMA,2018,42019,PETROL,MANUAL,400000
4855,Hyundai Creta E,2017,60658,PETROL,MANUAL,721000
4856,Renault TRIBER RXZ,2019,66518,PETROL,MANUAL,550000
4857,Hyundai GRAND I10,2021,47222,CNG,MANUAL,640000
4858,Renault Kiger RXZ,2022,17878,PETROL,MANUAL,777000
4859,Renault Kwid RXL,2022,14651,PETROL,MANUAL,409000
4860,Maruti BREZZA ZXI,2023,8892,PETROL,MANUAL,1282000
4861,Maruti IGNIS ZETA,2019,29267,PETROL,MANUAL,479000
4862,Hyundai Elite i20,2016,28692,PETROL,MANUAL,597000
4863,Hyundai i20 MAGNA,2014,58018,PETROL,MANUAL,362000
4864,Hyundai Verna 1.6,2018,79797,DIESEL,AUTOMATIC,931000
4865,Hyundai VENUE S,2020,26467,PETROL,MANUAL,723000
4866,Honda Amaze 1.2L,2015,80969,PETROL,MANUAL,330000
4867,Toyota Etios VX,2011,92271,PETROL,MANUAL,365000
4868,Maruti BREZZA ZXI,2022,28284,PETROL,MANUAL,1173000
4869,Datsun Redi Go,2018,35437,PETROL,MANUAL,286000
4870,Tata TIGOR XZA,2018,33350,PETROL,AUTOMATIC,500000
4871,Hyundai Santro Xing,2011,99988,PETROL,MANUAL,169000
4872,Hyundai NEW SANTRO,2020,96298,CNG,MANUAL,451000
4873,Hyundai i10 ERA,2012,56699,PETROL,MANUAL,275000
4874,Hyundai Verna 1.6,2017,46589,PETROL,MANUAL,674000
4875,Hyundai Elite i20,2015,32344,PETROL,MANUAL,484999
4876,Hyundai Grand i10,2015,121650,DIESEL,MANUAL,401999
4877,Hyundai i10 SPORTZ,2016,15138,PETROL,MANUAL,413000
4878,Maruti Wagon R,2014,105104,CNG,MANUAL,339000
4879,Maruti Swift Dzire,2014,32803,PETROL,MANUAL,396000
4880,Maruti Baleno DELTA,2016,44490,PETROL,MANUAL,470000
4881,Hyundai Grand i10,2016,76719,PETROL,MANUAL,399000
4882,Maruti Vitara Brezza,2016,77157,DIESEL,MANUAL,637000
4883,Maruti Swift ZXI,2017,57560,PETROL,MANUAL,626000
4884,Hyundai Elite i20,2019,17754,PETROL,MANUAL,564000
4885,Maruti Ciaz DELTA,2018,76907,PETROL,MANUAL,614000
4886,Hyundai AURA SX,2021,16365,PETROL,MANUAL,689000
4887,Tata ALTROZ XE,2021,39095,PETROL,MANUAL,613000
4888,Tata Tiago XZ,2022,39253,CNG,MANUAL,696000
4889,Maruti Ciaz ZDI,2016,71483,DIESEL,MANUAL,600000
4890,Maruti S PRESSO,2022,16097,PETROL,AUTOMATIC,546000
4891,Maruti IGNIS ZETA,2019,51219,PETROL,MANUAL,494000
4892,Hyundai Elite i20,2015,91278,DIESEL,MANUAL,505999
4893,Hyundai Creta SX,2017,90605,PETROL,MANUAL,764000
4894,Hyundai Elite i20,2015,52943,PETROL,MANUAL,415000
4895,Hyundai AURA SX,2020,26560,PETROL,MANUAL,609000
4896,Hyundai Grand i10,2014,97626,PETROL,MANUAL,321000
4897,Hyundai Grand i10,2014,17490,PETROL,MANUAL,426000
4898,Maruti S PRESSO,2021,35080,PETROL,MANUAL,384000
4899,Hyundai Elite i20,2014,50271,PETROL,MANUAL,487000
4900,Maruti IGNIS DELTA,2017,99815,PETROL,AUTOMATIC,430000
4901,Skoda Rapid AMBITION,2020,62238,DIESEL,MANUAL,771000
4902,Hyundai Creta SX,2017,81717,DIESEL,AUTOMATIC,971000
4903,Maruti XL6 ZETA,2022,18262,PETROL,AUTOMATIC,1280000
4904,Maruti Swift VXI,2011,86193,PETROL,MANUAL,305000
4905,Tata NEXON XZ,2017,57143,PETROL,MANUAL,552000
4906,Skoda SLAVIA AMBITION,2022,11711,PETROL,MANUAL,1075000
4907,Hyundai Grand i10,2016,28960,PETROL,MANUAL,437000
4908,Hyundai Grand i10,2017,18230,PETROL,MANUAL,536000
4909,Tata Tiago XZ,2019,23141,PETROL,MANUAL,530000
4910,Hyundai Elite i20,2015,73455,PETROL,MANUAL,394000
4911,Nissan MAGNITE XV,2022,32892,PETROL,MANUAL,686000
4912,Maruti Dzire VXI,2017,36163,PETROL,AUTOMATIC,532000
4913,Maruti Ciaz ZXI,2015,116424,PETROL,MANUAL,473000
4914,Hyundai Elite i20,2019,18679,PETROL,MANUAL,723000
4915,Tata Tiago XZ,2018,56083,PETROL,MANUAL,470000
4916,Maruti S PRESSO,2020,27096,PETROL,MANUAL,416000
4917,Maruti Wagon R,2013,23924,PETROL,MANUAL,279000
4918,Hyundai Elite i20,2019,25590,PETROL,AUTOMATIC,618000
4919,Maruti Baleno ZETA,2022,1367,PETROL,MANUAL,797000
4920,Hyundai Grand i10,2015,117835,PETROL,MANUAL,376000
4921,Nissan MAGNITE XL,2021,26387,PETROL,MANUAL,614000
4922,Renault Duster RXE,2019,39254,PETROL,MANUAL,686000
4923,KIA SELTOS HTX,2020,31213,PETROL,MANUAL,1153000
4924,Volkswagen Ameo HIGHLINE1.2L,2017,44389,PETROL,MANUAL,525000
4925,Hyundai i20 MAGNA,2012,36813,PETROL,MANUAL,383000
4926,Renault TRIBER RXZ,2021,20262,PETROL,AUTOMATIC,679000
4927,Honda Jazz 1.2L,2017,55531,PETROL,MANUAL,581000
4928,Honda Amaze 1.2L,2022,3251,PETROL,MANUAL,826000
4929,Hyundai NEW SANTRO,2022,21767,PETROL,MANUAL,538000
4930,Maruti Celerio VXI,2014,103676,PETROL,MANUAL,346000
4931,Tata NEXON XM,2018,13664,PETROL,MANUAL,609000
4932,Maruti Wagon R,2017,117691,CNG,MANUAL,343000
4933,Tata NEXON XZA,2021,21987,PETROL,AUTOMATIC,896000
4934,Hyundai NEW I20,2020,20638,PETROL,MANUAL,827999
4935,Maruti Vitara Brezza,2021,16882,PETROL,AUTOMATIC,893000
4936,Honda City 1.5L,2017,89700,PETROL,AUTOMATIC,697000
4937,Honda Amaze 1.2L,2023,8096,PETROL,AUTOMATIC,814000
4938,Maruti Baleno DELTA,2020,13861,PETROL,MANUAL,591000
4939,MG HECTOR SHARP,2019,32740,PETROL,AUTOMATIC,1462000
4940,Hyundai NEW I20,2021,18805,PETROL,AUTOMATIC,892000
4941,Tata NEXON XM,2018,22110,PETROL,MANUAL,571000
4942,Maruti IGNIS ALPHA,2022,3545,PETROL,MANUAL,651000
4943,Maruti Swift VXI,2011,132749,PETROL,MANUAL,316000
4944,Maruti Dzire ZXI,2022,33650,CNG,MANUAL,818000
4945,Mahindra Scorpio S4,2016,90722,DIESEL,MANUAL,801000
4946,Volkswagen Polo TRENDLINE,2011,75918,PETROL,MANUAL,262000
4947,Tata Tiago XT,2023,1660,PETROL,MANUAL,558000
4948,Honda City 1.5L,2018,38673,PETROL,MANUAL,927000
4949,Honda WR-V 1.5L,2017,81682,DIESEL,MANUAL,574000
4950,Maruti Baleno ZETA,2017,35478,PETROL,AUTOMATIC,554000
4951,Maruti Alto VXI,2020,23053,PETROL,MANUAL,397000
4952,Tata Tiago XT,2022,19440,CNG,MANUAL,642000
4953,Hyundai Elite i20,2019,33221,PETROL,MANUAL,711000
4954,Maruti Swift VXI,2014,70860,PETROL,MANUAL,359000
4955,Renault Kwid RXT,2020,37584,PETROL,MANUAL,429000
4956,Tata Harrier XZA,2021,82054,DIESEL,AUTOMATIC,1775000
4957,Maruti Swift VXI,2016,54339,PETROL,MANUAL,399000
4958,Hyundai GRAND I10,2021,67543,CNG,MANUAL,624000
4959,Maruti Swift VDI,2012,64569,DIESEL,MANUAL,348000
4960,Maruti Alto VXI,2019,9763,PETROL,MANUAL,378000
4961,Maruti Ciaz SIGMA,2017,120473,DIESEL,MANUAL,542000
4962,Hyundai NEW I20,2022,27999,PETROL,MANUAL,868000
4963,Hyundai Grand i10,2017,13705,PETROL,MANUAL,550000
4964,Toyota Innova Crysta,2018,93765,DIESEL,MANUAL,2066000
4965,Hyundai Grand i10,2019,24065,PETROL,MANUAL,591000
4966,Maruti IGNIS DELTA,2018,32718,PETROL,AUTOMATIC,455999
4967,Maruti Ciaz DELTA,2019,22222,PETROL,AUTOMATIC,695000
4968,Nissan MAGNITE XV,2022,15648,PETROL,MANUAL,724000
4969,Hyundai VENUE SX,2019,53222,PETROL,AUTOMATIC,903999
4970,Maruti Dzire ZXI,2023,12473,PETROL,AUTOMATIC,873000
4971,Mahindra KUV 100,2018,39396,PETROL,MANUAL,463000
4972,Maruti Dzire VXI,2021,18343,PETROL,MANUAL,672000
4973,Hyundai VENUE S,2020,28559,PETROL,MANUAL,703000
4974,Tata Safari XZA,2022,8396,DIESEL,AUTOMATIC,1988000
4975,Maruti Swift Dzire,2016,34315,PETROL,MANUAL,508000
4976,Maruti S PRESSO,2022,13088,PETROL,MANUAL,493000
4977,Hyundai NEW I20,2020,60659,PETROL,MANUAL,713000
4978,Hyundai Grand i10,2017,23988,PETROL,MANUAL,396000
4979,KIA SONET HTX,2021,37694,PETROL,MANUAL,1041000
4980,Renault Duster 110,2019,89481,DIESEL,MANUAL,744000
4981,Hyundai Grand i10,2016,60480,PETROL,MANUAL,384000
4982,Maruti Swift ZXI,2022,31459,PETROL,AUTOMATIC,876000
4983,Hyundai Eon ERA,2013,24996,PETROL,MANUAL,231000
4984,Maruti Wagon R,2017,78405,PETROL,MANUAL,413000
4985,Maruti IGNIS DELTA,2019,37783,PETROL,MANUAL,448000
4986,Honda Amaze 1.2L,2018,50548,PETROL,AUTOMATIC,620000
4987,Honda City 1.5L,2015,63610,PETROL,MANUAL,499000
4988,Volkswagen Vento COMFORTLINE,2016,91843,PETROL,AUTOMATIC,554000
4989,Maruti Alto K10,2016,126243,PETROL,MANUAL,287000
4990,Honda Jazz 1.2L,2017,49454,PETROL,MANUAL,578000
4991,Honda City 1.5L,2017,39331,PETROL,MANUAL,718000
4992,Hyundai GRAND I10,2020,12724,PETROL,MANUAL,685000
4993,Hyundai NEW I20,2021,22854,PETROL,AUTOMATIC,1011999
4994,Hyundai i20 ASTA,2011,72357,PETROL,MANUAL,231999
4995,Renault Kwid RXT,2016,64801,PETROL,MANUAL,301000
4996,Maruti Celerio VXI,2016,58326,PETROL,AUTOMATIC,401999
4997,Honda City 1.5L,2013,86892,PETROL,MANUAL,367000
4998,Renault TRIBER RXT,2020,15152,PETROL,AUTOMATIC,611000
4999,KIA SELTOS GTX,2019,24009,PETROL,AUTOMATIC,1484000
5000,Maruti Baleno ALPHA,2019,45978,PETROL,MANUAL,708000
5001,Maruti Swift VXI,2016,67102,PETROL,MANUAL,436000
5002,Maruti Swift Dzire,2015,39142,DIESEL,MANUAL,649000
5003,KIA CARENS PRESTIGE,2023,3501,PETROL,MANUAL,1446000
5004,Hyundai Eon ERA,2014,48229,PETROL,MANUAL,285000
5005,Maruti Baleno ALPHA,2019,77561,PETROL,AUTOMATIC,627000
5006,Hyundai Xcent SX,2017,46474,PETROL,MANUAL,451999
5007,Ford FREESTYLE TITANIUM,2018,31230,PETROL,MANUAL,500000
5008,Hyundai GRAND I10,2019,27501,PETROL,AUTOMATIC,644000
5009,Maruti Wagon R,2017,65156,PETROL,AUTOMATIC,370000
5010,Tata TIGOR XZ,2018,85987,PETROL,MANUAL,417000
5011,Hyundai Verna 1.6,2016,118607,DIESEL,MANUAL,588000
5012,Maruti Swift Dzire,2013,47137,PETROL,MANUAL,365000
5013,Maruti Ciaz DELTA,2017,58349,PETROL,MANUAL,598000
5014,Honda City 1.5L,2018,55300,PETROL,AUTOMATIC,802000
5015,Renault Kwid CLIMBER,2021,11981,PETROL,AUTOMATIC,503000
5016,KIA SELTOS GTX,2019,11700,PETROL,MANUAL,1209000
5017,Honda Amaze 1.2L,2015,73570,PETROL,MANUAL,397000
5018,Hyundai Grand i10,2015,39693,PETROL,AUTOMATIC,454000
5019,Hyundai NEW SANTRO,2021,24940,PETROL,MANUAL,509000
5020,Maruti Baleno ZETA,2019,41302,PETROL,MANUAL,623000
5021,Hyundai Santro Xing,2011,55224,PETROL,MANUAL,254999
5022,Hyundai Creta S,2021,20633,PETROL,MANUAL,1207000
5023,Maruti Alto 800,2014,55533,PETROL,MANUAL,263000
5024,Hyundai Elite i20,2016,115944,PETROL,MANUAL,549000
5025,Maruti Baleno ALPHA,2017,55080,PETROL,MANUAL,447000
5026,Hyundai Grand i10,2018,40832,PETROL,MANUAL,451000
5027,Maruti Celerio VXI,2017,36255,PETROL,AUTOMATIC,409999
5028,Hyundai Grand i10,2016,82084,CNG,MANUAL,392000
5029,Nissan Micra Active,2014,51391,PETROL,MANUAL,331000
5030,Maruti Swift ZXI,2021,53635,PETROL,MANUAL,698000
5031,Honda Brio S,2016,26756,PETROL,MANUAL,330000
5032,Honda Brio S,2015,38806,PETROL,MANUAL,279000
5033,Maruti Ciaz DELTA,2019,11136,PETROL,MANUAL,744000
5034,Hyundai NEW I20,2021,13903,PETROL,AUTOMATIC,988000
5035,Hyundai New Elantra,2018,48054,DIESEL,AUTOMATIC,1107000
5036,Hyundai Verna FLUIDIC,2014,65189,PETROL,MANUAL,445000
5037,Nissan Micra XV,2017,59544,CNG,AUTOMATIC,389000
5038,Nissan MAGNITE XE,2021,13773,PETROL,MANUAL,553000
5039,Honda Amaze 1.2L,2016,51836,PETROL,MANUAL,438999
5040,Maruti Baleno ZETA,2020,44402,PETROL,MANUAL,655000
5041,Maruti Wagon R,2017,42547,PETROL,AUTOMATIC,370000
5042,Hyundai Grand i10,2019,20294,PETROL,MANUAL,479000
5043,Maruti Vitara Brezza,2016,86345,DIESEL,MANUAL,632000
5044,Toyota URBAN CRUISER,2020,111821,PETROL,MANUAL,796000
5045,Hyundai Grand i10,2016,75643,PETROL,MANUAL,423000
5046,Tata Tiago XZA,2021,13321,PETROL,AUTOMATIC,671000
5047,Honda City 1.5L,2021,22500,PETROL,AUTOMATIC,1206000
5048,Hyundai Grand i10,2017,63370,PETROL,MANUAL,386000
5049,Hyundai Grand i10,2018,39173,PETROL,MANUAL,490000
5050,Tata Zest XT,2017,66579,CNG,MANUAL,444000
5051,Hyundai i10 SPORTZ,2013,18029,PETROL,AUTOMATIC,442000
5052,Datsun Redi Go,2018,34982,PETROL,MANUAL,208000
5053,Honda City 1.5L,2021,44260,PETROL,MANUAL,1099000
5054,Maruti Celerio VXI,2015,23107,PETROL,AUTOMATIC,357000
5055,Honda City 1.5L,2016,35825,PETROL,MANUAL,557000
5056,Ford Ecosport AMBIENTE,2019,34776,PETROL,MANUAL,672000
5057,KIA SELTOS GTX,2020,55875,PETROL,AUTOMATIC,1345000
5058,Hyundai Grand i10,2018,113084,DIESEL,MANUAL,433000
5059,Tata TIAGO NRG,2023,11851,CNG,MANUAL,719000
5060,Honda Jazz 1.2L,2019,29349,PETROL,MANUAL,683000
5061,Renault Kwid RXL,2022,4073,PETROL,MANUAL,517000
5062,Maruti Swift LXI,2015,92962,PETROL,MANUAL,386000
5063,Maruti Baleno DELTA,2017,75735,PETROL,MANUAL,476000
5064,Renault Kwid CLIMBER,2019,47130,PETROL,MANUAL,411000
5065,Honda Brio S(O),2012,35041,PETROL,MANUAL,231999
5066,Honda City 1.5L,2017,39931,PETROL,MANUAL,638000
5067,Hyundai Creta SX,2018,61114,PETROL,MANUAL,842000
5068,Honda Jazz 1.2L,2017,29507,PETROL,MANUAL,610000
5069,Hyundai Grand i10,2014,55391,PETROL,MANUAL,455000
5070,Nissan MAGNITE XV,2022,16044,PETROL,MANUAL,831000
5071,Toyota URBAN CRUISER,2022,15313,PETROL,AUTOMATIC,1042000
5072,Mahindra Bolero B6,2023,12465,DIESEL,MANUAL,1150000
5073,KIA SELTOS HTX,2019,41544,PETROL,MANUAL,1114000
5074,Hyundai Verna 1.6,2020,54845,DIESEL,AUTOMATIC,1097000
5075,Hyundai Grand i10,2015,32723,PETROL,MANUAL,396000
5076,Hyundai Grand i10,2016,54720,PETROL,MANUAL,444000
5077,Maruti Ertiga VXI,2013,84136,PETROL,MANUAL,568000
5078,Maruti Celerio VXI,2014,94381,PETROL,AUTOMATIC,332000
5079,Hyundai Elite i20,2016,65415,PETROL,MANUAL,501999
5080,Hyundai Grand i10,2017,21072,PETROL,AUTOMATIC,475000
5081,Renault Kwid CLIMBER,2017,27849,PETROL,AUTOMATIC,411000
5082,Tata NEXON XZ,2021,22404,PETROL,MANUAL,855000
5083,Tata ALTROZ XM,2021,43220,PETROL,MANUAL,598000
5084,Maruti Alto 800,2012,87882,PETROL,MANUAL,192000
5085,Tata NEXON XZA,2021,9473,PETROL,AUTOMATIC,969999
5086,Hyundai i20 SPORTZ,2011,72888,PETROL,MANUAL,277000
5087,Hyundai NEW SANTRO,2018,90389,CNG,MANUAL,400000
5088,Hyundai Elite i20,2015,31962,PETROL,MANUAL,467000
5089,Ford Ecosport TITANIUM,2018,97044,DIESEL,MANUAL,660000
5090,Honda City 1.5L,2018,31939,PETROL,MANUAL,878999
5091,Maruti Celerio VXI,2015,73014,PETROL,AUTOMATIC,344000
5092,Tata Tiago XT,2017,47245,PETROL,MANUAL,398000
5093,Maruti Celerio ZXI,2016,61302,PETROL,AUTOMATIC,347000
5094,Maruti Swift VXI,2012,52106,PETROL,MANUAL,304000
5095,Maruti Alto LXI,2022,3503,PETROL,MANUAL,391000
5096,Hyundai Verna FLUIDIC,2015,86458,DIESEL,MANUAL,588000
5097,Hyundai Grand i10,2017,90735,PETROL,MANUAL,401000
5098,Hyundai Eon MAGNA,2013,99989,PETROL,MANUAL,208000
5099,Honda Brio S,2012,33263,PETROL,MANUAL,319000
5100,Hyundai NEW SANTRO,2019,17224,PETROL,MANUAL,450000
5101,Maruti Alto LXI,2020,13604,PETROL,MANUAL,298000
5102,Hyundai Elite i20,2014,58215,PETROL,MANUAL,440000
5103,Maruti Ertiga ZDI,2017,44741,DIESEL,MANUAL,886999
5104,Tata ALTROZ XZ,2021,38311,DIESEL,MANUAL,717000
5105,Maruti Celerio ZXI,2016,70014,PETROL,AUTOMATIC,407000
